freelunch,name,ell,dbn,black,asian,female,year,hisp,sped,male,white
82,PS 123                                          ,4.8,27Q123,62.7,14.5,50.1,2011-2012,18.5,15.4,49.9,2.5
70.9,PS 124 OSMOND A CHURCH                          ,2.1,27Q124,30.6,43.9,50.8,2011-2012,22.3,8.3,49.2,2.5
71.6,MS 137 AMERICA'S SCHL OF HEROES                 ,7.1,27Q137,7.4,56.9,46.8,2011-2012,32.2,10.1,53.2,1.9
44.5,PS 146 HOWARD BEACH                             ,2.3,27Q146,3.6,2.3,47.3,2011-2012,28.8,22.4,52.7,64.5
89.7,PS 155                                          ,6,27Q155,32.3,38.7,50.6,2011-2012,20.2,7.9,49.4,1.9
84,PS 183 DR. RICHARD R. GREEN                     ,3.9,27Q183,55.9,3.3,50.7,2011-2012,31.2,18.6,49.3,6.3
97.3,PS 197 THE OCEAN SCHOOL                         ,11.9,27Q197,54.4,3.1,46.6,2011-2012,37.8,18.1,53.4,3.1
67.1,JHS 202 ROBERT H GODDARD                        ,8.6,27Q202,9,34.8,49.6,2011-2012,46.7,13.4,50.4,7.9
29.1,PS 207 ROCKWOOD PARK                            ,0.4,27Q207,1,3,50.4,2011-2012,19.2,19.4,49.6,73.9
76,JHS 210 ELIZABETH BLACKWELL                     ,14,27Q210,6.9,29,48.3,2011-2012,59.7,13.8,51.7,4.1
89.6,PS 215 LUCRETIA MOTT                            ,19.4,27Q215,44.7,1,51.6,2011-2012,51.8,16.6,48.4,2.2
79.6,PS 223 LYNDON B JOHNSON                         ,4.3,27Q223,72.9,8.7,50.8,2011-2012,14.8,8.7,49.2,0.8
68.9,JHS 226 VIRGIL I GRISSOM                        ,6,27Q226,41,30.9,47.6,2011-2012,21.9,18.1,52.4,0.7
41.4,PS 232 LINDENWOOD                               ,4.3,27Q232,9.4,13.3,49.2,2011-2012,37.4,12.2,50.8,39.3
96.7,PS 253                                          ,18.7,27Q253,47,1.4,51.5,2011-2012,46.4,13,48.5,3.7
80,PS 254                                          ,10.3,27Q254,6.8,12.9,44.6,2011-2012,71.7,13.5,55.4,7.8
57.1,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL       ,4,27Q260,67,3.8,47.4,2011-2012,27,13.9,52.6,1.3
58,CHANNEL VIEW SCHOOL FOR RESEARCH                ,1.3,27Q262,55.2,5.7,48.9,2011-2012,27.5,10.5,51.1,11.2
78.6,P.S. 273                                        ,17.9,27Q273,13.4,14.9,48.5,2011-2012,66.4,9.7,51.5,4.5
69.3,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI      ,4.9,27Q282,65.9,3,52.3,2011-2012,27.3,6.4,47.7,2.7
75.7,QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH     ,10.6,27Q302,60.3,4.2,45.5,2011-2012,30,16.1,54.5,4.5
76.1,NEW YORK CITY ACADEMY FOR DISCOVERY             ,14,27Q306,5.9,15.4,49.2,2011-2012,68.2,12.6,50.8,7.5
66.4,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION A,3.6,27Q308,7.6,26.8,51.9,2011-2012,42.6,15.9,48.1,21.8
64.2,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD S,10.6,27Q309,52.6,9.1,56.2,2011-2012,34.2,14,43.8,3.2
80.3,WATERSIDE CHILDREN'S STUDIO SCHOOL              ,9.2,27Q317,31.9,3.5,51.8,2011-2012,43.5,15.4,48.2,19.6
78.9,WATERSIDE SCHOOL FOR LEADERSHIP                 ,9,27Q318,51.7,2,41.8,2011-2012,32.3,21.9,58.2,11.9
87.8,VILLAGE ACADEMY                                 ,14.5,27Q319,79.6,1.1,46.2,2011-2012,17.1,24,53.8,1.8
35.9,THE SCHOLARS ACADEMY                            ,0,27Q323,19.2,22,56.1,2011-2012,15.9,1,43.9,41.6
74.4,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUST,7.9,27Q324,50.7,3.9,40.4,2011-2012,28.6,18.7,59.6,15.3
85.2,GOLDIE MAPLE ACADEMY                            ,0.2,27Q333,74.7,2.9,54.5,2011-2012,18.9,7.3,45.5,2.7
60,ROCKAWAY COLLEGIATE HIGH SCHOOL                 ,8.2,27Q351,53.1,6.1,45.9,2011-2012,28.6,23.5,54.1,4.1
65.1,AUGUST MARTIN HIGH SCHOOL                       ,4.3,27Q400,79.9,6.2,44.8,2011-2012,11.5,16.5,55.2,1.7
65.5,BEACH CHANNEL HIGH SCHOOL                       ,11.3,27Q410,46.8,2,42.5,2011-2012,44.3,21.8,57.5,6.3
61.8,RICHMOND HILL HIGH SCHOOL                       ,17.4,27Q475,16.8,32.9,47,2011-2012,46.4,13.7,53,3.2
75.5,JOHN ADAMS HIGH SCHOOL                          ,16,27Q480,27.7,27.5,45.5,2011-2012,37.1,12.1,54.5,3.6
53.7,THE HIGH SCHOOL FOR CONSTRUCTION TRADES         ,0.4,27Q650,11.3,30.7,32.7,2011-2012,41.6,5.8,67.3,15.4
70.2,JHS 008 RICHARD S GROSSLEY                      ,6.3,28Q008,66.2,12.8,44.4,2011-2012,17.4,24.9,55.6,0.8
71.9,PS 030 QUEENS                                   ,2.1,28Q030,87.5,1.4,47.2,2011-2012,8.3,24,52.8,2.4
88.7,PS 040 SAMUEL HUNTINGTON                        ,7.3,28Q040,71.5,3.8,51.5,2011-2012,18.3,8.3,48.5,3.8
79.4,PS 048 WILLIAM WORDSWORTH                       ,7.1,28Q048,71,9.8,54,2011-2012,15.4,12.4,46,0.5
87.3,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL          ,17.4,28Q050,30,14,51.9,2011-2012,39.7,11.2,48.1,2.4
75.4,PS 054 HILLSIDE                                 ,20.9,28Q054,10.9,35.8,44.6,2011-2012,46.5,12.2,55.4,4.7
69.3,PS 055 MAURE                                    ,6,28Q055,14.8,40.1,50.4,2011-2012,28.2,15.6,49.6,2.3
68.4,JHS 072 CATH. & COUNT BASIE                     ,5.3,28Q072,71.4,13.9,45.2,2011-2012,12.6,20.4,54.8,1.1
69.6,PS 080 THURGOOD MARSHALL MAGNET                 ,3.6,28Q080,88.6,2.3,54,2011-2012,6.4,23.9,46,2.1
89.2,PS 082 HAMMOND                                  ,28,28Q082,9.9,32.7,46.6,2011-2012,55.7,11.6,53.4,1.5
74.3,PS 086 QUEENS                                   ,36.5,28Q086,14.6,43.5,51.8,2011-2012,38.8,11.4,48.2,2.3
58.6,PS 099 KEW GARDENS                              ,12.7,28Q099,7.6,26.6,48.1,2011-2012,37.1,14.4,51.9,28.3
16.9,PS 101 SCHOOL IN THE GARDENS                    ,4.8,28Q101,3.9,36.2,47.7,2011-2012,12.2,9,52.3,44
71.6,PS 117 J.KELD/BRIARWOOD SCH                     ,11.6,28Q117,10.5,37.7,49.8,2011-2012,31.4,10,50.2,18.2
89.3,PS 121 QUEENS                                   ,3.3,28Q121,22,62.7,48.9,2011-2012,9.8,10.4,51.1,4.6
50.9,PS 139 REGO PARK                                ,16.1,28Q139,3.4,26.9,46.6,2011-2012,32.5,12.4,53.4,35.9
80.1,PS 140 EDWARD K ELLINGTON                       ,3.3,28Q140,75.3,2.2,47.2,2011-2012,12.3,13.7,52.8,2.2
23.1,PS 144 COL JEROMUS REMSEN                       ,5.5,28Q144,4.4,35.8,50.7,2011-2012,17.3,14.1,49.3,35.9
44.6,JHS 157 STEPHEN A HALSEY                        ,15.2,28Q157,11.5,21.6,47.6,2011-2012,22.7,17.7,52.4,44
89,PS 160 WALTER FRANCIS BISHOP                    ,5.9,28Q160,62.2,10.5,47.8,2011-2012,18.5,17,52.2,2.6
83.8,PS 161 ARTHUR ASHE SCHOOL                       ,12.3,28Q161,6.7,70.2,46.5,2011-2012,15.6,9.3,53.5,2.4
39.8,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL      ,1.8,28Q167,19,21.1,44.4,2011-2012,29.8,18.1,55.6,28.7
34.6,PS 174 WILLIAM SIDNEY MOUNT                     ,8.9,28Q174,3.4,32.5,45.2,2011-2012,22.4,9.5,54.8,38.5
51.3,PS 175 THE LYNN GROSS DISCOVERY SCHOOL          ,8.6,28Q175,2.7,16.4,47.5,2011-2012,13.8,12.1,52.5,66.9
88.9,PS 182 SAMANTHA SMITH                           ,39.4,28Q182,14.6,36.9,49.3,2011-2012,44.6,9.8,50.7,2.4
35.7,JHS 190 RUSSELL SAGE                            ,10.7,28Q190,8.4,36.2,47.3,2011-2012,25.9,16.2,52.7,27.5
18.4,PS 196 GRAND CENTRAL PKWY                       ,5.8,28Q196,2.3,44,49.1,2011-2012,12.9,9.4,50.9,37.6
75.8,PS 206 HORACE HARDING                           ,21.4,28Q206,20.6,17.2,48.6,2011-2012,31.9,8.4,51.4,28.7
70.9,JHS 217 ROBERT A VAN WYCK                       ,15.4,28Q217,18.3,35.4,50.4,2011-2012,40.2,15,49.6,5.3
65.7,PS 220 EDWARD MANDEL                            ,24.3,28Q220,9.2,23.3,44.3,2011-2012,25.3,16.6,55.7,40.4
60.2,YORK EARLY COLLEGE ACADEMY                      ,0,28Q284,64.2,23.5,48.9,2011-2012,10.2,9.6,51.1,0.6
10,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS     ,1.9,28Q303,1.4,21.9,52.4,2011-2012,17.6,10,47.6,56.2
61.5,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL       ,8.1,28Q310,49,27,50.1,2011-2012,18.5,12.3,49.9,3
65.6,HILLSIDE ARTS & LETTERS ACADEMY                 ,12.5,28Q325,39,28,53,2011-2012,21,11,47,6.5
75.3,HIGH SCHOOL FOR COMMUNITY LEADERSHIP            ,26,28Q328,39,19.2,49.2,2011-2012,33.9,13,50.8,5.6
74.5,SATELLITE ACADEMY HS @ JAMAICA LEARNING CENTER  ,2,28Q338,61.4,2.4,54.6,2011-2012,17.5,6,45.4,10
60,JAMAICA GATEWAY TO THE SCIENCES                 ,4.5,28Q350,36.6,45.1,53.6,2011-2012,15.2,7.1,46.4,2.7
60,PS 354                                          ,3,28Q354,88.2,2.3,44.1,2011-2012,8,13.7,55.9,1.1
41.2,FOREST HILLS HIGH SCHOOL                        ,8.9,28Q440,9,26.5,51.9,2011-2012,30.2,11.3,48.1,33.7
55.8,JAMAICA HIGH SCHOOL                             ,29.4,28Q470,41.7,31,41.1,2011-2012,25.9,14,58.9,1.1
65,HILLCREST HIGH SCHOOL                           ,15,28Q505,36.6,36.5,53.9,2011-2012,22.8,9,46.1,2.9
54.3,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION ,1.4,28Q620,23.7,50.9,34.9,2011-2012,21.1,11.4,65.1,3.2
55.8,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHO,0.1,28Q680,44.8,36.5,61.9,2011-2012,15.7,1.7,38.1,2.7
47.3,QUEENS METROPOLITAN HIGH SCHOOL                 ,3.6,28Q686,4.8,12.1,50.4,2011-2012,38.6,16,49.6,40.4
25.6,QUEENS HIGH SCHOOL FOR SCIENCES AT YORK COLLEGE ,0.2,28Q687,10.5,74.4,43.5,2011-2012,7.9,0.2,56.5,6.7
58.3,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFET,2.1,28Q690,73.7,8.4,47,2011-2012,15.1,16.6,53,1.3
56.9,YOUNG WOMEN'S LEADERSHIP SCHOOL QUEENS          ,2.7,28Q896,57.3,21,100,2011-2012,18.4,9,0,2.4
63.4,PS 015 JACKIE ROBINSON                          ,1.8,29Q015,88.7,1,49.7,2011-2012,4.3,9,50.3,3
57.8,PS 033 EDWARD M. FUNK                           ,12.9,29Q033,20.6,42.9,47.6,2011-2012,26.8,11.7,52.4,7.5
77,PS 034 JOHN HARVARD                             ,8.9,29Q034,77.3,6.7,48,2011-2012,13.5,11,52,2.1
65.4,PS 035 NATHANIEL WOODHULL                       ,13.8,29Q035,40.1,23.4,53.7,2011-2012,29.1,9,46.3,4.1
59.3,PS 036 ST ALBANS SCHOOL                         ,2.7,29Q036,91,0.9,53.1,2011-2012,7.6,17.9,46.9,0.2
67.7,CYNTHIA JENKINS SCHOOL                          ,2.3,29Q037,91.2,0.9,49,2011-2012,6.4,10.6,51,0.9
79.8,PS 038 ROSEDALE                                 ,3,29Q038,90.2,1.1,46.2,2011-2012,6.4,16.9,53.8,1.9
73.3,PS 052 QUEENS                                   ,5.7,29Q052,87,2.6,49.4,2011-2012,8.9,11,50.6,0.7
52.3,I S 059 SPRINGFIELD GARDENS                     ,1.1,29Q059,94.4,0.3,51.8,2011-2012,5,14.3,48.2,0.3
77,PS 095 EASTWOOD                                 ,29.3,29Q095,14.7,44.7,49,2011-2012,37.1,8.3,51,1.8
53.4,JEAN NUZZI INTERMEDIATE SCHOOL                  ,5.9,29Q109,37.5,34.9,47.1,2011-2012,21.9,12.9,52.9,2.2
78.4,PS 116 WILLIAM C. HUGHLEY                       ,9.5,29Q116,68.4,5.8,51.3,2011-2012,21.2,9.9,48.7,2.7
72.1,PS 118 LORRAINE HANSBERRY                       ,5.6,29Q118,86.2,1.7,55.1,2011-2012,9.8,13.6,44.9,1.8
86.7,PS 131 ABIGAIL ADAMS                            ,22.6,29Q131,10.4,74.2,51,2011-2012,9.2,5.7,49,5.1
56.5,PS 132 RALPH BUNCHE                             ,1.3,29Q132,92.1,0,50.5,2011-2012,5.6,9.1,49.5,0.5
81.2,PS 134 HOLLIS                                   ,12.2,29Q134,85.4,5.3,46.5,2011-2012,7.1,16.7,53.5,2
76.7,THE BELLAIRE SCHOOL                             ,9.9,29Q135,33.1,37.6,47.9,2011-2012,20.4,10.1,52.1,5.4
75.8,PS 136 ROY WILKINS                              ,3.7,29Q136,90.1,0,52,2011-2012,5.7,10.6,48,1
81.8,PS 138 SUNRISE                                  ,3.3,29Q138,89,2.2,49,2011-2012,5.8,7.4,51,2.3
54.6,PS 147 RONALD MCNAIR                            ,4.7,29Q147,94.4,1.1,48.2,2011-2012,3.6,8.9,51.8,0.9
47.8,PS 156 LAURELTON                                ,2.9,29Q156,91.1,0.3,47.8,2011-2012,6.9,15.3,52.2,1.5
80.3,PS 176 CAMBRIA HEIGHTS                          ,2.2,29Q176,92.9,2.6,52.8,2011-2012,2.7,5.6,47.2,1.7
69.7,PS 181 BROOKFIELD                               ,5.4,29Q181,90.4,1,42.9,2011-2012,6.1,13.7,57.1,2
73,IS 192 THE LINDEN                               ,5.8,29Q192,93.9,1.1,51.2,2011-2012,4.1,21,48.8,0.5
78.2,PS 195 WILLIAM HABERLE                          ,2.7,29Q195,91.6,2,51.4,2011-2012,5,13.7,48.6,1.1
41.8,P.S./I.S. 208                                   ,2.1,29Q208,77.9,9.3,50.3,2011-2012,9.7,12.4,49.7,2.5
63.9,IS 231 MAGNETECH 2000                           ,5.2,29Q231,92.4,0.6,47.2,2011-2012,6.1,18.4,52.8,0.6
69.7,I S 238 SUSAN B ANTHONY                         ,11.9,29Q238,44.5,25.9,51.1,2011-2012,24.9,12.1,48.9,1.6
52.6,QUEENS PREPARATORY ACADEMY                      ,4.5,29Q248,84.4,5.2,44,2011-2012,8.2,11.3,56,0.9
60.2,PS 251 QUEENS                                   ,0.6,29Q251,93.7,1.2,48,2011-2012,2.1,12.9,52,2.4
48.8,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE B,2.3,29Q259,94.2,2.2,46.7,2011-2012,2.9,16,53.3,0.7
50.8,EXCELSIOR PREPARATORY HIGH SCHOOL               ,2.3,29Q265,82.8,4.3,43.1,2011-2012,9.7,14.7,56.9,0.5
63.5,P.S. 268                                        ,6.9,29Q268,50.2,24,48.8,2011-2012,20.4,14.8,51.2,1.1
44.5,P.S. 270                                        ,0.4,29Q270,93.3,1.6,55.3,2011-2012,2.7,11.7,44.7,1.2
45,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCI,1.7,29Q272,73.8,9.3,52.7,2011-2012,14.1,9.1,47.3,1.3
51.2,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD,1.9,29Q283,84.1,3.4,56.9,2011-2012,10.4,14.4,43.1,0.8
55.3,PS/IS 295                                       ,8.9,29Q295,32.2,32,49.7,2011-2012,28.5,9.1,50.3,5.9
71.1,CAMBRIA HEIGHTS ACADEMY                         ,2,29Q326,87.1,3.4,44.9,2011-2012,7.5,13.6,55.1,2
58.1,EAGLE ACADEMY FOR YOUNG MEN III                 ,0,29Q327,92.1,3,0.6,2011-2012,3,15.2,99.4,1.2
60,COLLABORATIVE ARTS MIDDLE SCHOOL                ,1.2,29Q355,94.5,0,59.1,2011-2012,4.3,19.5,40.9,1.2
60,COMMUNITY VOICES MIDDLE SCHOOL                  ,7.7,29Q356,89.5,3.5,45.5,2011-2012,6.3,15.4,54.5,0.7
47.9,MATH SCIENCE RESEARCH AND TECHNOLOGY MAGNE      ,5.1,29Q492,79.6,6.8,39.6,2011-2012,11.9,10.4,60.4,0.7
45.1,LAW GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL,2.9,29Q494,83.3,4.4,51.3,2011-2012,10.6,13.9,48.7,0.9
43.5,BUSINESS COMPUTER APPLICATIONS & ENTREPRENEURSHI,6.5,29Q496,85.3,6.2,32.9,2011-2012,5.4,19,67.1,0.8
51.5,HUMANITIES & ARTS MAGNET HIGH SCHOOL            ,3.5,29Q498,85.9,4,57.2,2011-2012,8.5,14.8,42.8,1.5
64.1,PS 002 ALFRED ZIMBERG                           ,17.3,30Q002,1.6,22.6,46.3,2011-2012,39.3,12.5,53.7,36.1
91.4,IS 010 HORACE GREELEY                           ,14.4,30Q010,6.1,26,48.3,2011-2012,49.4,14.1,51.7,18
69.4,PS 011 KATHRYN PHELAN                           ,27.2,30Q011,1.2,39.9,49.9,2011-2012,49.3,11.6,50.1,9.4
77.4,PS 017 HENRY DAVID THOREAU                      ,28.2,30Q017,7.5,23.5,47.1,2011-2012,56.1,19.1,52.9,12.7
62.3,PS 069 JACKSON HEIGHTS                          ,20.6,30Q069,0.8,47,48.9,2011-2012,41.6,7.9,51.1,10.2
74.3,PS 070 QUEENS                                   ,23,30Q070,1.9,19.5,46.6,2011-2012,41.6,6.4,53.4,36.1
76.7,PS 076 WILLIAM HALLET                           ,18.6,30Q076,27.8,7.7,48.4,2011-2012,50.3,30.3,51.6,13.1
43.4,PS 078                                          ,7.9,30Q078,6.8,12.5,44.9,2011-2012,40.8,7.5,55.1,36.6
71.1,PS 084 STEINWAY                                 ,13.1,30Q084,5.3,14.9,53.3,2011-2012,35.6,12.9,46.7,42.9
69.2,PS 085 JUDGE CHARLES VALLONE                    ,10.4,30Q085,2.5,24.9,52.7,2011-2012,29.6,7.8,47.3,41.3
89.4,PS 092 HARRY T STEWART SR.                      ,43.5,30Q092,2.8,1.5,51.3,2011-2012,95.6,13.7,48.7,0.1
90.8,PS 111 JACOB BLACKWELL                          ,16.2,30Q111,38.2,4.8,50.1,2011-2012,48.5,20.1,49.9,7.1
88.3,PS 112 DUTCH KILLS                              ,22.9,30Q112,23.1,24.3,46.9,2011-2012,45.9,16.5,53.1,6
54.6,PS 122 MAMIE FAY                                ,5.7,30Q122,3.6,34.9,52.3,2011-2012,24.3,8.6,47.7,36
85.3,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ,17.1,30Q126,23.1,18.9,45.6,2011-2012,49.5,21.8,54.4,7.8
85.4,PS 127 AEROSPACE SCIENCE MAGNE                  ,33.3,30Q127,15.6,10.7,49.3,2011-2012,72.7,11.4,50.7,1
62.5,IS 141 THE STEINWAY                             ,8.1,30Q141,4.2,21.9,45.1,2011-2012,41.1,15,54.9,29.2
80.7,IS 145 JOSEPH PULITZER                          ,23.2,30Q145,2.7,8,49.9,2011-2012,88.2,11.8,50.1,1.1
70.4,PS 148 QUEENS                                   ,26.6,30Q148,1.8,11.5,53.2,2011-2012,83.2,11.2,46.8,3.4
81.1,PS 149 CHRISTA MCAULIFFE                        ,41,30Q149,1.2,8.9,48.5,2011-2012,84.5,9.7,51.5,4.8
66.1,PS 150 QUEENS                                   ,20.4,30Q150,1.6,31,47.6,2011-2012,48.2,12.5,52.4,18.8
75.4,PS 151 MARY D. CARTER                           ,17.8,30Q151,13.9,19.1,46.4,2011-2012,52.2,16.7,53.6,14.4
74.8,PS 152 GWENDOLYN ALLEYNE                        ,31.8,30Q152,0.7,52.1,48.1,2011-2012,43.8,5.8,51.9,3.2
79.7,PS 166 HENRY GRADSTEIN                          ,25.9,30Q166,5.6,28.3,49.7,2011-2012,49.5,13,50.3,16.1
88.7,PS 171 PETER G VAN ALST                         ,19.7,30Q171,16.5,23.8,46,2011-2012,52.6,15.3,54,6.6
78.3,IS 204 OLIVER W HOLMES                          ,13.1,30Q204,18.3,24.5,43.7,2011-2012,49.3,18.8,56.3,7.8
71.8,PS 212                                          ,17.8,30Q212,1.8,16.1,51.1,2011-2012,74.6,12.4,48.9,7.3
74.8,F F CHRISTOPHER A SANTORA SCHL                  ,36.5,30Q222,0,16.2,52.9,2011-2012,75,5.3,47.1,7.4
51.6,I S 227 LOUIS ARMSTRONG                         ,5.2,30Q227,15.5,14.2,50.5,2011-2012,41.4,13.9,49.5,28.7
79,PS 228 ECC                                      ,38,30Q228,1.3,9,52,2011-2012,85.8,15.3,48,2.6
74,INTERMEDIATE SCHOOL 230                         ,12.8,30Q230,1.8,42,51.3,2011-2012,47.2,11.5,48.7,8.7
76.7,P.S. 234                                        ,21.7,30Q234,4.5,20.7,53.2,2011-2012,45.5,8.5,46.8,26
88.6,ACADEMY FOR NEW AMERICANS                       ,91.4,30Q235,1.3,35.5,48.7,2011-2012,52.6,0,51.3,10.5
88.8,P.S. 280                                        ,66.7,30Q280,0.9,6.5,46.3,2011-2012,89.8,18.1,53.7,2.3
68.1,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA         ,5.5,30Q286,4.2,39.2,100,2011-2012,40.4,5.3,0,16.2
54.1,ACADEMY FOR CAREERS IN TELEVISION AND FILM      ,2.9,30Q301,20.5,6,46.8,2011-2012,53.5,14.6,53.2,18.9
33.7,WILLIAM CULLEN BRYANT HIGH SCHOOL               ,17.9,30Q445,7.3,28.9,46.3,2011-2012,48.8,12.1,53.7,14.5
62.8,LONG ISLAND CITY HIGH SCHOOL                    ,13.2,30Q450,11.4,13.2,48.7,2011-2012,62.7,13.8,51.3,12.5
29.7,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL    ,0.1,30Q501,16.9,8.7,70,2011-2012,27.2,1.9,30,46.3
73.7,INFORMATION TECHNOLOGY HIGH SCHOOL              ,9.6,30Q502,18.1,15.6,28.2,2011-2012,56.6,16,71.8,9.4
81.2,NEWCOMERS HIGH SCHOOL                           ,90.3,30Q555,5.6,48.3,46.8,2011-2012,43.5,0,53.2,2.6
52.4,ACADEMY OF AMERICAN STUDIES                     ,5.7,30Q575,6.8,29.1,55,2011-2012,34.7,8,45,29.4
32.2,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION       ,0,30Q580,3.2,34.8,55.2,2011-2012,24.3,0.2,44.8,37.3
24.6,PS 001 TOTTENVILLE                              ,5.3,31R001,1.3,1.8,49.5,2011-2012,14,21.3,50.5,82.4
52.8,I S 002 GEORGE L EGBERT                         ,6.7,31R002,7,8.8,48.1,2011-2012,27.7,21.1,51.9,56.2
19.1,PS 003 THE MARGARET GIOIOSA SCHOOL              ,1.6,31R003,0.6,5.4,51.1,2011-2012,8.6,13.7,48.9,84.7
29.9,PS 004 MAURICE WOLLIN                           ,3.4,31R004,1.6,5.7,46.1,2011-2012,13.9,25.4,53.9,78
17.5,PS 005 HUGUENOT                                 ,1.4,31R005,0.9,3.7,50.7,2011-2012,7,10.7,49.3,87.9
25.6,PS 6 CPL ALLAN F KIVLEHAN SCHL                  ,3.6,31R006,0.5,3,47.3,2011-2012,9.3,20.8,52.7,86.5
20.9,IS 007 ELIAS BERNSTEIN                          ,1.7,31R007,0.6,4.8,50,2011-2012,8,14.2,50,86.3
34.4,PS 8 SHIRLEE SOLOMON                            ,1.5,31R008,2.4,3.5,50.7,2011-2012,13,19.8,49.3,80.8
59.6,PS 011 THOMAS DONGAN                            ,6.7,31R011,15.7,5,47,2011-2012,35.7,22.7,53,42
69.3,PS 013 M L LINDENMEYER                          ,15.4,31R013,18.6,13.6,49.7,2011-2012,36.9,13.2,50.3,29.6
90.4,PS 014 CORNELIUS VANDERBILT                     ,7.7,31R014,39.9,2.4,50.4,2011-2012,47.6,13.8,49.6,9.9
89.4,PS 016 JOHN J DRISCOLL                          ,29.3,31R016,27.3,5.4,51.1,2011-2012,54.3,20,48.9,12.6
84.2,PS 018 JOHN G WHITTIER                          ,6.8,31R018,39.3,2.6,45.6,2011-2012,46.5,24.3,54.4,11.1
74.2,PS 019 THE CURTIS SCHOOL                        ,14.4,31R019,19.2,6.1,50.5,2011-2012,62.5,13.9,49.5,9.1
89.7,PS 020 PORT RICHMOND                            ,39.8,31R020,17.1,0.4,48.4,2011-2012,73.3,18.4,51.6,7.6
76.4,PS 21 MARGARET EMERY-ELM PARK                   ,20.1,31R021,25.4,3,48.7,2011-2012,59,15,51.3,12
72.5,PS 022 GRANITEVILLE                             ,9,31R022,24.1,9.1,51.6,2011-2012,50.1,18.1,48.4,15.3
25.1,PS 023 RICHMONDTOWN                             ,3,31R023,2.8,2.5,48.1,2011-2012,13,21.3,51.9,81.7
27.4,I S 024 MYRA S BARNES                           ,1.5,31R024,1.6,3.9,44.8,2011-2012,10.8,19.1,55.2,83.1
51.6,PS 026 THE CARTERET SCHOOL                      ,8.8,31R026,4.1,5.4,48.3,2011-2012,38.1,17.7,51.7,51.7
57.9,IS 027 ANNING S PRALL                           ,6.3,31R027,23.2,11.4,46.7,2011-2012,36.6,22.7,53.3,28.1
36.8,PS 029 BARDWELL                                 ,2.6,31R029,8.8,13.3,51.6,2011-2012,16.3,13.2,48.4,61.2
30.3,PS 030 WESTERLEIGH                              ,3.5,31R030,4.8,6.6,46.8,2011-2012,19,19.4,53.2,68.2
83,PS 031 WILLIAM T DAVIS                          ,6.8,31R031,51.2,1,48.8,2011-2012,36.9,24.9,51.2,10
26.6,PS 032 THE GIFFORD SCHOOL                       ,2.2,31R032,0.7,3.5,51.5,2011-2012,10.7,16.7,48.5,84
23.9,I S 034 TOTTENVILLE                             ,1,31R034,0.4,2.1,49,2011-2012,8.6,20.6,51,88.5
32.6,PS 035 CLOVE VALLEY                             ,3.5,31R035,13.7,9.1,50.3,2011-2012,19.9,14.6,49.7,56.4
19.5,PS 036 J C DRUMGOOLE                            ,2.1,31R036,0.7,4.3,48.5,2011-2012,7.5,14.8,51.5,87.3
60.1,PS 038 GEORGE CROMWELL                          ,9.7,31R038,5.1,5.1,53.4,2011-2012,26.4,19.9,46.6,63.1
54.7,PS 39 FRANCIS J MURPHY JR.                      ,10,31R039,5.3,12.2,49.3,2011-2012,26.1,9.1,50.7,55.8
51,PS 041 NEW DORP                                 ,8.1,31R041,4.5,5,49.5,2011-2012,30.5,18.6,50.5,58.9
26.5,PS 042 ELTINGVILLE                              ,1.9,31R042,0.7,4.1,50.3,2011-2012,11.4,19.2,49.7,82.6
87.8,PS 044 THOMAS C BROWN                           ,9.4,31R044,42.7,2,51,2011-2012,48.4,23.7,49,3.1
57.2,PS 045 JOHN TYLER                               ,7,31R045,22.2,5.3,48.8,2011-2012,33.5,16.4,51.2,38.2
62.9,PS 046 ALBERT V. MANISCALCO                     ,8.1,31R046,17.1,10.6,46.4,2011-2012,32.1,24.3,53.6,39.6
29,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES       ,0.2,31R047,12,11.5,58.5,2011-2012,17.9,13.9,41.5,58.5
31.9,PS 048 WILLIAM C WILCOX                         ,8.9,31R048,4.9,18.3,49.7,2011-2012,15.6,13.1,50.3,60.6
