dbn,name,year,freelunch,ell,sped,asian,black,hisp,white,male,female
23K184,PS 184 NEWPORT                                  ,2011-2012,95,5.5,11.4,0.2,76.3,21.9,1.1,51.2,48.8
23K284,PS 284 LEW WALLACE                              ,2011-2012,90.7,6.3,21.4,0.6,72.6,25.1,1.1,53.6,46.4
23K298,PS 298 DR. BETTY SHABAZZ                        ,2011-2012,80,4.3,20.5,0.8,78.7,18.6,1,51.3,48.7
23K323,PS/IS 323                                       ,2011-2012,76.4,4.1,19.2,0,81.8,17.6,0.2,50.1,49.9
23K327,PS 327 DR. ROSE B. ENGLISH                      ,2011-2012,78.5,4.7,16,1.4,78.2,18.9,1.5,46.3,53.7
23K332,PS 332 CHARLES H HOUSTON                        ,2011-2012,85.2,8.7,23.1,0.5,65.4,31.7,1.9,55.3,44.7
23K392,IS 392                                          ,2011-2012,63.7,0.6,4.2,4.5,78.8,15.8,0.3,38.6,61.4
23K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL             ,2011-2012,60,4.7,14.6,1.2,67.8,28.7,0.6,55,45
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL     ,2011-2012,74.5,1.6,12.1,1.9,88.1,8.3,0.5,50.7,49.3
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL      ,2011-2012,66.9,1.4,20.3,0.8,88.5,10.4,0,48.5,51.5
23K518,KAPPA V                                         ,2011-2012,78.1,2.4,24.4,0.4,87.8,10.6,0,51.6,48.4
23K522,MOTT HALL IV                                    ,2011-2012,73.6,1.6,6.5,0.4,89,10.6,0,42.3,57.7
23K631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SC,2011-2012,94.9,4,14.6,2.2,81.9,13.9,0.2,52.7,47.3
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENC,2011-2012,81.8,3.8,22.6,1.4,86.1,12,0,56.3,43.8
23K643,BROOKLYN DEMOCRACY ACADEMY                      ,2011-2012,62.3,2.4,16.1,1.5,85.9,11.7,0.5,47.8,52.2
23K644,EAGLE ACADEMY FOR YOUNG MEN II                  ,2011-2012,67,3,24.1,0,87.8,11.3,0.6,100,0
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL            ,2011-2012,72.5,2.2,7.3,1.5,77.8,20,0.4,46.2,53.8
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL           ,2011-2012,72.1,1.1,8.8,0,86.2,13.8,0,48.6,51.4
23K671,MOTT HALL BRIDGES MIDDLE SCHOOL                 ,2011-2012,71.4,1.6,20.5,0,84.4,14.8,0,48.4,51.6
23K697,TEACHERS PREPARATORY HIGH SCHOOL                ,2011-2012,69.8,1.8,11,0.7,84.8,13.1,1.2,34.1,65.9
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL ,2011-2012,73.7,20.7,14.9,44.3,1.5,51.5,2.5,52.3,47.7
24Q007,PS 007 LOUIS F. SIMEONE                         ,2011-2012,78.8,54.2,9.5,58.8,0.8,38.4,1.9,53.2,46.8
24Q012,PS 012 JAMES B COLGATE                          ,2011-2012,79.7,29.5,9.9,54,0.2,42.6,2.9,51.8,48.2
24Q013,PS 013 CLEMENT C MOORE                          ,2011-2012,68.6,34.4,7.7,32.4,9.7,54.1,3.1,50.3,49.7
24Q014,PS 014 FAIRVIEW                                 ,2011-2012,75.7,32.1,11.3,8.3,4.7,83.6,3.1,52.1,47.9
24Q016,P.S.16Q                                         ,2011-2012,82.3,40.1,9.4,12,0.4,85.8,1.7,49.2,50.8
24Q019,PS 019 MARINO JEANTET                           ,2011-2012,73.5,61.4,12.8,9.7,0.1,89.6,0.3,50.1,49.9
24Q028,P.S. 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CEN,2011-2012,85.7,45.8,15.3,6.7,0,91.8,1.1,51.9,48.1
24Q049,PS 049 DOROTHY BONAWIT KOLE                     ,2011-2012,34.2,4.7,12,15.1,1.4,29.2,54.2,53.4,46.6
24Q058,PS 58 - SCHOOL OF HEROES                        ,2011-2012,56.3,15,14.6,32.4,1.1,38.2,27.8,52.3,47.7
24Q061,IS 061 LEONARDO DA VINCI                        ,2011-2012,86.1,35.4,13.4,11.6,5.5,81.3,1.5,55.2,44.8
24Q068,PS 068 CAMBRIDGE                                ,2011-2012,72.3,23.1,15.2,4,4,80.6,11.2,52.5,47.5
24Q071,PS 071 FOREST                                   ,2011-2012,62.7,16.9,12.5,4.4,1.8,50.7,43,51.6,48.4
24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHO,2011-2012,71.7,16.2,13.7,25.8,1.2,58.4,14.5,51,49
24Q077,IS 077                                          ,2011-2012,67.5,18.8,18.2,8.2,3.5,74.3,14,53.5,46.5
24Q081,PS 081 JEAN PAUL RICHTER                        ,2011-2012,77.3,17.7,17,5.7,1.3,87.2,5.1,51.9,48.1
24Q087,PS 087 MIDDLE VILLAGE                           ,2011-2012,57,8.1,25.9,4.8,1.5,45.1,44.6,51.1,48.9
24Q088,PS 088 SENECA                                   ,2011-2012,61.1,18.9,17.6,8.5,1.6,53.5,36,49,51
24Q089,PS 089 ELMHURST                                 ,2011-2012,87.1,42.2,11.2,20.1,0.2,77.3,2.4,50.5,49.5
24Q091,PS 091 RICHARD ARKWRIGHT                        ,2011-2012,62.2,8.6,17.6,4.9,1.9,52.4,40.4,52.1,47.9
24Q093,IS 093 RIDGEWOOD                                ,2011-2012,69.2,13.3,14.6,9.3,1.6,70.4,18.8,50.2,49.8
24Q102,PS 102 BAYVIEW                                  ,2011-2012,71.1,19,10.9,56.6,1.3,37.7,2.9,52.3,47.7
24Q113,PS 113 ISAAC CHAUNCEY                           ,2011-2012,59.6,1.3,11.6,6.8,0.9,33.6,58.5,52.2,47.8
24Q119,IS 119 THE GLENDALE                             ,2011-2012,44.3,6.2,16.2,20.4,2.4,39.2,37,54.8,45.2
24Q125,IS 125 THOM J MCCANN WOODSIDE                   ,2011-2012,70.7,19,11.4,37.8,2.7,53.5,5.8,51.6,48.4
24Q128,PS 128 JUNIPER VALLEY                           ,2011-2012,22.3,4.5,10,4.9,0.6,18,75.8,47.4,52.6
24Q143,PS 143 LOUIS ARMSTRONG                          ,2011-2012,91.7,33,9.1,6,1.9,91.7,0.4,52.2,47.8
24Q153,PS 153 MASPETH ELEM                             ,2011-2012,54,9.7,11.6,7.1,1,48,43.8,49.6,50.4
24Q199,PS 199 MAURICE A FITZGERALD                     ,2011-2012,71.2,44.1,12.3,34.4,0.5,58.3,5.9,48.8,51.2
24Q229,PS 229 EMMANUEL KAPLAN                          ,2011-2012,50.3,9.6,15.3,34.3,1.7,39.9,23.9,50.9,49.1
24Q239,P.S. 239                                        ,2011-2012,85.9,29.1,14.9,11,3.5,75.9,9.4,50.2,49.8
24Q264,ACADEMY OF FINANCE AND ENTERPRISE               ,2011-2012,62.8,7.9,9.8,17.9,9.8,56.4,15.2,49.3,50.7
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION            ,2011-2012,66.9,10.3,16.2,13.9,12.9,57.2,16,43.8,56.2
24Q290,P.S. 290                                        ,2011-2012,62.9,20.3,13.3,25,2.3,48.4,21.9,41.4,58.6
24Q293,CIVIC LEADERSHIP ACADEMY                        ,2011-2012,71,9.1,18.5,7.8,9.1,79.3,3.3,44.5,55.5
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL          ,2011-2012,78.3,91.3,0.8,0,0,100,0,47.8,52.2
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II               ,2011-2012,39.2,0.3,0,32,16.2,21.2,30.3,39.3,60.7
24Q305,LEARNERS AND LEADERS                            ,2011-2012,75.1,22.2,17.9,7.4,2.6,79.6,10.2,56.6,43.4
24Q307,PIONEER ACADEMY                                 ,2011-2012,92,32.5,12.9,5.4,2.5,91.5,0.4,49.9,50.1
24Q330,P.S. 330                                        ,2011-2012,94.7,42.3,16.8,3.6,0.9,92.3,2.3,46.8,53.2
24Q455,NEWTOWN HIGH SCHOOL                             ,2011-2012,56.2,30,10.3,24.6,9.3,60.3,5.3,57.5,42.5
24Q485,GROVER CLEVELAND HIGH SCHOOL                    ,2011-2012,41.4,21.6,12.7,9.1,4.4,63.5,22.7,55,45
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNIT,2011-2012,58.9,0.2,13.1,7.8,9.5,71.4,11.3,52.9,47.1
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY,2011-2012,75.7,76.5,0,43,2,44,10.3,46,54
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS               ,2011-2012,69.6,13.3,12.2,9.1,8.3,79.2,3,43.1,56.9
24Q560,ROBERT F. WAGNER JR.                            ,2011-2012,60.5,3.8,12.3,20.8,6.2,62.4,10.5,46.6,53.4
24Q585,MASPETH HIGH SCHOOL                             ,2011-2012,40,5.2,8.1,19.8,4.8,46,29,46.8,53.2
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL     ,2011-2012,71.9,6.4,13.7,10.2,6.9,74.2,8.7,60.3,39.7
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOO,2011-2012,61.2,3.2,5.3,27.1,6.8,55.3,10.1,85.3,14.7
24Q744,VOYAGES PREPARATORY                             ,2011-2012,59.1,3.6,6,8.1,23,61.7,6.9,50.4,49.6
24Q877,51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLEN,2011-2012,78.2,31.3,15.1,57.2,0.6,40.2,1.3,54.9,45.1
25Q020,PS 020 JOHN BOWNE                               ,2011-2012,86.9,34.7,7.5,72.1,3,22.3,2.3,50.9,49.1
25Q021,PS 021 EDWARD HART                              ,2011-2012,68.3,11.2,10.5,57.2,1.6,28.8,11.9,52.2,47.8
25Q022,PS 022 THOMAS JEFFERSON                         ,2011-2012,77.9,34,6.3,61.1,1.6,32.9,3.9,51.5,48.5
25Q024,PS 024 ANDREW JACKSON                           ,2011-2012,64.5,39.1,10.8,81.3,4.2,12.3,2.3,54.6,45.4
25Q025,I S 025 ADRIEN BLOCK                            ,2011-2012,43.7,7.1,15.7,45.2,3.4,23.5,27.5,52.7,47.3
25Q029,PS 029 QUEENS                                   ,2011-2012,62.6,24.4,13.3,30,3.6,50.9,15.4,49.4,50.6
25Q032,PS 032 STATE STREET                             ,2011-2012,44.5,11.5,8.7,64.1,0.8,19.2,15,52.2,47.8
25Q079,PS 079 FRANCIS LEWIS                            ,2011-2012,34.8,8.4,14.7,32.5,1,21,44.4,53.7,46.3
25Q107,PS 107 THOMAS A DOOLEY                          ,2011-2012,45.5,11.3,12.8,51.5,1.7,26.4,19.6,51.9,48.1
25Q120,PS 120 QUEENS                                   ,2011-2012,66.9,32.2,5.7,79.5,0.7,16.8,2.9,51.3,48.7
25Q129,PS 129 PATRICIA LARKIN                          ,2011-2012,57.4,13.2,10.8,29.6,2.5,49.5,17.8,47.5,52.5
25Q130,PS 130                                          ,2011-2012,33.1,12.6,10.3,56,5.6,14.1,23.2,50.7,49.3
25Q154,PS 154 QUEENS                                   ,2011-2012,64.8,19.4,9,50,10.2,23.8,14.5,53.7,46.3
25Q163,PS 163 FLUSHING HEIGHTS                         ,2011-2012,70.7,29.3,6.1,75.4,2.4,18.2,3.8,51.1,48.9
25Q164,PS 164 QUEENS VALLEY                            ,2011-2012,61,13,14.1,27.7,9.3,27.7,34.9,48.2,51.8
25Q165,PS 165 EDITH K. BERGTRAUM                       ,2011-2012,58.5,13.9,18,43.5,14.4,23.2,18.6,52.9,47.1
25Q169,PS 169 BAY TERRACE                              ,2011-2012,26.4,4.2,14.4,30.4,3.4,18.9,45.7,51.4,48.6
25Q184,PS 184 FLUSHING MANOR                           ,2011-2012,36.8,9.9,11.1,29.7,0.8,16.9,51.8,45.4,54.6
25Q185,JHS 185 EDWARD BLEEKER                          ,2011-2012,59.7,11.8,11.6,47.4,8.1,27.2,16.7,54.5,45.5
25Q189,JHS 189 DANIEL CARTER BEARD                     ,2011-2012,74.7,29.2,10.9,65,3.9,27,3.8,51.2,48.8
25Q193,PS 193 ALFRED J KENNEDY                         ,2011-2012,25.5,11.5,12.4,18.8,0.9,15.5,64.9,48.3,51.7
25Q194,JHS 194 WILLIAM CARR                            ,2011-2012,26.6,7,12.6,30.6,1.7,28.1,39,51.9,48.1
25Q200,PS 200 POMONOK                                  ,2011-2012,59.6,6.3,19,18,21.8,36,22.6,52.3,47.7
25Q201,PS 201 KISSENA                                  ,2011-2012,78.5,8.6,16.7,17.9,41.4,31.7,7.4,48.1,51.9
25Q209,PS 209 CLEARVIEW GARDENS                        ,2011-2012,26.9,5.7,13.5,42.9,0.9,12.1,41.1,50.4,49.6
25Q214,PS 214 CADWALLADER COLDEN                       ,2011-2012,72.3,15.5,14.5,55.9,6.7,30.5,5.2,50.2,49.8
25Q219,PS 219 PAUL KLAPPER                             ,2011-2012,65.6,14.3,27.2,37.7,15.1,30.4,16.3,53.8,46.2
25Q237,IS 237                                          ,2011-2012,80.2,23.7,12.9,67.4,8.5,20.5,3.2,53.5,46.5
25Q242,PS 242                                          ,2011-2012,54.7,32.8,15.8,72,4.3,17.6,4.8,53.9,46.1
25Q244,ACTIVE LEARNING ELEMENTARY SCHOOL               ,2011-2012,63.3,46.1,7.8,82.8,1.9,11.5,3.2,48,52
25Q250,I S 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE S,2011-2012,58,14,18.8,25.1,29.6,25.6,19.4,51,49
25Q252,THE QUEENS SCHOOL OF INQUIRY                    ,2011-2012,41.3,2.7,11.8,40.2,17,24.2,18.1,46.7,53.3
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL              ,2011-2012,84.1,88.6,0.7,64.5,1.2,32.7,1.7,57.3,42.7
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES       ,2011-2012,53.3,13.6,9.4,62.7,14.8,17.9,3.4,54.1,45.9
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SC,2011-2012,33.5,0.8,17.8,19.3,8.4,20.3,51.6,42.2,57.8
25Q294,BELL ACADEMY                                    ,2011-2012,37.4,6.2,18.4,32.9,5.6,23.1,37.7,48.7,51.3
25Q425,JOHN BOWNE HIGH SCHOOL                          ,2011-2012,68.2,24.7,9.8,34.3,19.2,40.7,5.2,49.2,50.8
25Q460,FLUSHING HIGH SCHOOL                            ,2011-2012,67.6,20,11.7,19.9,26.5,49.8,3.2,55.8,44.2
25Q499,THE QUEENS COLLEGE SCHOOL FOR MATH  SCIENC      ,2011-2012,35.3,4,6.1,43.4,31.3,15.4,8.8,50.5,49.5
25Q525,TOWNSEND HARRIS HIGH SCHOOL                     ,2011-2012,29.2,0,0.2,55.5,5.9,12.9,24.6,28.9,71.1
25Q540,QUEENS ACADEMY HIGH SCHOOL                      ,2011-2012,63.7,6.4,8.9,15.8,42.3,35.9,5.4,59.4,40.6
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL         ,2011-2012,46.4,7.5,18.4,28.4,11.5,35.4,24.5,53.8,46.2
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL              ,2011-2012,54.1,1.5,11.6,10.1,42.4,33.3,14.1,45.5,54.5
26Q018,PS 018 WINCHESTER                               ,2011-2012,42,8.6,7.3,73,7.9,13.2,5.6,51.7,48.3
26Q026,PS 026 RUFUS KING                               ,2011-2012,40.7,9.1,13.5,65.1,8.4,15.3,9.3,51.8,48.2
26Q031,PS 031 BAYSIDE                                  ,2011-2012,48.5,15.3,6.9,52.3,8.2,21.6,17.4,49.4,50.6
26Q041,PS 041 CROCHERON                                ,2011-2012,20.3,3.5,10.4,44.7,2,14.8,37.7,52,48
26Q046,PS 046 ALLEY POND                               ,2011-2012,29.1,11,26,57.8,6.8,14.4,18.2,53.6,46.4
26Q067,JHS 067 LOUIS PASTEUR                           ,2011-2012,19.4,3.1,9.5,59.5,3.6,9,27.3,50.8,49.2
26Q074,JHS 074 NATHANIEL HAWTHORNE                     ,2011-2012,32.8,4.8,13.5,64,4.5,9.3,21.4,51.1,48.9
26Q094,PS 094 DAVID D PORTER                           ,2011-2012,21.9,7.5,11.5,47.8,1.6,19.4,30.7,54.3,45.7
26Q098,PS 098 THE DOUGLASTON SCHOOL                    ,2011-2012,6.4,1.7,8.5,25.1,1.3,8.5,57.9,51.9,48.1
26Q115,PS 115 GLEN OAKS                                ,2011-2012,37.3,7.5,11.6,65.6,5.2,13,14.3,50.8,49.2
26Q133,PS 133 QUEENS                                   ,2011-2012,42.7,10.3,17.4,58.4,7.3,19.1,14.8,54.7,45.3
26Q158,JHS 158 MARIE CURIE                             ,2011-2012,36,6.6,12.7,58.6,5.6,15.4,20.3,53.7,46.3
26Q159,PS 159                                          ,2011-2012,33.3,10.1,13.6,46,3.2,17.6,32.7,50.1,49.9
26Q162,PS 162 JOHN GOLDEN                              ,2011-2012,40.1,10.9,6.5,68.4,1.5,8.8,21,55.2,44.8
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172                  ,2011-2012,40.1,2.8,13.7,59,10.3,15.3,14.8,52.8,47.2
26Q173,PS 173 FRESH MEADOWS                            ,2011-2012,45.3,11.1,8.1,61.5,1.8,9.8,26.5,49.4,50.6
26Q178,PS 178 HOLLISWOOD                               ,2011-2012,30.8,3,6.6,18.5,8,16.5,56.4,50.8,49.2
26Q186,PS 186 CASTLEWOOD                               ,2011-2012,18.7,0.5,24.9,31.4,12.5,22.2,33.6,53.4,46.6
26Q188,PS 188 KINGSBURY                                ,2011-2012,14.4,4.2,7.5,53,3.3,8.8,34.7,49.8,50.2
26Q191,PS 191 MAYFLOWER                                ,2011-2012,33.3,9.9,9.4,71.7,4.1,9.7,13.5,52.3,47.7
26Q203,PS 203 OAKLAND GARDENS                          ,2011-2012,27.6,7.9,9.7,71.6,2.6,6.1,18.5,49,51
26Q205,PS 205 ALEXANDER GRAHAM BELL                    ,2011-2012,27.7,4.8,12.7,43.3,5.5,16.4,33,52.1,47.9
26Q213,PS 213 CARL ULMAN                               ,2011-2012,34.1,7.2,10.2,69.6,5,10.8,12.4,51.2,48.8
26Q216,JHS 216 GEORGE J RYAN                           ,2011-2012,41.3,9.4,10.7,65.9,6.9,12.3,14.5,54.8,45.2
26Q221,PS 221 NORTH HILLS                              ,2011-2012,22.5,10.7,11.3,66.7,2.4,10,20.8,48.8,51.2
26Q266,P.S./I.S. 266                                   ,2011-2012,30.1,2.9,14.3,46.1,11.2,13.9,27.7,54.7,45.3
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL                 ,2011-2012,37.3,6.1,11.5,45.7,18.4,18.6,16.8,47.4,52.6
26Q430,FRANCIS LEWIS HIGH SCHOOL                       ,2011-2012,51.6,13.2,12.3,51.9,8.3,24.1,15.5,49.2,50.8
26Q435,MARTIN VAN BUREN HIGH SCHOOL                    ,2011-2012,38.2,9.9,11.5,24.1,56.4,15.1,2.9,54.3,45.7
26Q495,BAYSIDE HIGH SCHOOL                             ,2011-2012,52.4,5.7,10.6,45.2,12.7,22.3,19.6,49.4,50.6
26Q566,QUEENS HIGH SCHOOL OF TEACHING                  ,2011-2012,39.5,2.5,13.9,23.8,46.3,16.8,12.3,45.8,54.2
27Q042,PS 042 R VERNAM                                 ,2011-2012,80.7,3.2,19.6,2,76.7,17.5,1.7,54.8,45.2
27Q043,PS 043                                          ,2011-2012,79.6,10.4,15.1,2.2,66.1,27.6,2.2,50.6,49.4
27Q045,PS 045 CLARENCE WITHERSPOON                     ,2011-2012,74.9,5.2,11.2,5.9,78,12.4,2.3,53.9,46.1
27Q047,PS 047 CHRIS GALAS                              ,2011-2012,33.8,0.8,17.6,2.7,2.3,7.8,86.3,46.1,53.9
27Q051,PS 051                                          ,2011-2012,69.8,20.4,6.7,37.5,5.3,43.9,10.9,51.9,48.1
27Q053,I S 053 BRIAN PICCOLO                           ,2011-2012,82.9,11.4,23.8,0.2,63.5,35,1.1,53,47
27Q056,PS 056 HARRY EICHLER                            ,2011-2012,63.3,13,15.3,47.5,6.2,35.2,9.8,54.3,45.7
27Q060,PS 060 WOODHAVEN                                ,2011-2012,74.9,13,10.8,15.9,5.8,71.4,5.2,49,51
27Q062,PS 062 CHESTER PARK                             ,2011-2012,67.6,15.5,4.4,67.2,5.1,26.1,1,48.9,51.1
27Q063,PS 063 OLD SOUTH                                ,2011-2012,69.4,13.3,13.9,30.6,6.3,54.5,7.4,52.5,47.5
27Q064,PS 064 JOSEPH P. ADDABBO                        ,2011-2012,69.6,21.6,5.7,52.3,6.2,39.2,1.2,50.2,49.8
27Q065,PS 65                                           ,2011-2012,67.4,7.4,17.2,40.5,8.2,44.4,4.1,52.1,47.9
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS               ,2011-2012,74.5,22.9,13.4,16.8,7.8,66,7.8,49.5,50.5
27Q090,PS 090 HORACE MANN                              ,2011-2012,66.6,21.6,15.5,31.9,8.2,55.4,4.6,50.5,49.5
27Q096,PS 096                                          ,2011-2012,68.9,11.8,8.6,35.4,33,18.3,3.5,49.6,50.4
27Q097,PS 097 FOREST PARK                              ,2011-2012,80.9,17.2,11.5,17.6,4.4,71.3,4,52.4,47.6
27Q100,PS 100 GLEN MORRIS                              ,2011-2012,85.6,8.3,14.3,62.6,10.2,22.2,4,56.8,43.2
27Q104,PS 104 THE BAYS WATER                           ,2011-2012,79.8,7.2,16.8,4.6,65.1,27.8,2.2,52.5,47.5
27Q105,PS 105 THE BAY SCHOOL                           ,2011-2012,79.5,6.7,14.1,2.2,61.3,32.3,3.7,50.7,49.3
27Q106,PS 106                                          ,2011-2012,97.6,5.4,18.1,5.1,69.5,21.6,3.8,51.4,48.6
27Q108,PS 108 CAPT. VINCENT G. FOWLER                  ,2011-2012,73.1,4.7,8.5,61.9,7.1,27.2,3.4,48.7,51.3
27Q114,PS 114 BELLE HARBOR                             ,2011-2012,13,1.5,14,1.4,1.9,5.6,90.5,51.2,48.8
27Q123,PS 123                                          ,2011-2012,82,4.8,15.4,14.5,62.7,18.5,2.5,49.9,50.1
27Q124,PS 124 OSMOND A CHURCH                          ,2011-2012,70.9,2.1,8.3,43.9,30.6,22.3,2.5,49.2,50.8
27Q137,MS 137 AMERICA'S SCHL OF HEROES                 ,2011-2012,71.6,7.1,10.1,56.9,7.4,32.2,1.9,53.2,46.8
27Q146,PS 146 HOWARD BEACH                             ,2011-2012,44.5,2.3,22.4,2.3,3.6,28.8,64.5,52.7,47.3
27Q155,PS 155                                          ,2011-2012,89.7,6,7.9,38.7,32.3,20.2,1.9,49.4,50.6
27Q183,PS 183 DR. RICHARD R. GREEN                     ,2011-2012,84,3.9,18.6,3.3,55.9,31.2,6.3,49.3,50.7
27Q197,PS 197 THE OCEAN SCHOOL                         ,2011-2012,97.3,11.9,18.1,3.1,54.4,37.8,3.1,53.4,46.6
27Q202,JHS 202 ROBERT H GODDARD                        ,2011-2012,67.1,8.6,13.4,34.8,9,46.7,7.9,50.4,49.6
27Q207,PS 207 ROCKWOOD PARK                            ,2011-2012,29.1,0.4,19.4,3,1,19.2,73.9,49.6,50.4
27Q210,JHS 210 ELIZABETH BLACKWELL                     ,2011-2012,76,14,13.8,29,6.9,59.7,4.1,51.7,48.3
27Q215,PS 215 LUCRETIA MOTT                            ,2011-2012,89.6,19.4,16.6,1,44.7,51.8,2.2,48.4,51.6
27Q223,PS 223 LYNDON B JOHNSON                         ,2011-2012,79.6,4.3,8.7,8.7,72.9,14.8,0.8,49.2,50.8
27Q226,JHS 226 VIRGIL I GRISSOM                        ,2011-2012,68.9,6,18.1,30.9,41,21.9,0.7,52.4,47.6
27Q232,PS 232 LINDENWOOD                               ,2011-2012,41.4,4.3,12.2,13.3,9.4,37.4,39.3,50.8,49.2
27Q253,PS 253                                          ,2011-2012,96.7,18.7,13,1.4,47,46.4,3.7,48.5,51.5
27Q254,PS 254                                          ,2011-2012,80,10.3,13.5,12.9,6.8,71.7,7.8,55.4,44.6
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL       ,2011-2012,57.1,4,13.9,3.8,67,27,1.3,52.6,47.4
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH                ,2011-2012,58,1.3,10.5,5.7,55.2,27.5,11.2,51.1,48.9
27Q273,P.S. 273                                        ,2011-2012,78.6,17.9,9.7,14.9,13.4,66.4,4.5,51.5,48.5
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI      ,2011-2012,69.3,4.9,6.4,3,65.9,27.3,2.7,47.7,52.3
27Q302,QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH     ,2011-2012,75.7,10.6,16.1,4.2,60.3,30,4.5,54.5,45.5
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY             ,2011-2012,76.1,14,12.6,15.4,5.9,68.2,7.5,50.8,49.2
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION A,2011-2012,66.4,3.6,15.9,26.8,7.6,42.6,21.8,48.1,51.9
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD S,2011-2012,64.2,10.6,14,9.1,52.6,34.2,3.2,43.8,56.2
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL              ,2011-2012,80.3,9.2,15.4,3.5,31.9,43.5,19.6,48.2,51.8
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP                 ,2011-2012,78.9,9,21.9,2,51.7,32.3,11.9,58.2,41.8
27Q319,VILLAGE ACADEMY                                 ,2011-2012,87.8,14.5,24,1.1,79.6,17.1,1.8,53.8,46.2
27Q323,THE SCHOLARS ACADEMY                            ,2011-2012,35.9,0,1,22,19.2,15.9,41.6,43.9,56.1
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUST,2011-2012,74.4,7.9,18.7,3.9,50.7,28.6,15.3,59.6,40.4
27Q333,GOLDIE MAPLE ACADEMY                            ,2011-2012,85.2,0.2,7.3,2.9,74.7,18.9,2.7,45.5,54.5
27Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL                 ,2011-2012,60,8.2,23.5,6.1,53.1,28.6,4.1,54.1,45.9
27Q400,AUGUST MARTIN HIGH SCHOOL                       ,2011-2012,65.1,4.3,16.5,6.2,79.9,11.5,1.7,55.2,44.8
27Q410,BEACH CHANNEL HIGH SCHOOL                       ,2011-2012,65.5,11.3,21.8,2,46.8,44.3,6.3,57.5,42.5
27Q475,RICHMOND HILL HIGH SCHOOL                       ,2011-2012,61.8,17.4,13.7,32.9,16.8,46.4,3.2,53,47
27Q480,JOHN ADAMS HIGH SCHOOL                          ,2011-2012,75.5,16,12.1,27.5,27.7,37.1,3.6,54.5,45.5
27Q650,THE HIGH SCHOOL FOR CONSTRUCTION TRADES         ,2011-2012,53.7,0.4,5.8,30.7,11.3,41.6,15.4,67.3,32.7
28Q008,JHS 008 RICHARD S GROSSLEY                      ,2011-2012,70.2,6.3,24.9,12.8,66.2,17.4,0.8,55.6,44.4
28Q030,PS 030 QUEENS                                   ,2011-2012,71.9,2.1,24,1.4,87.5,8.3,2.4,52.8,47.2
28Q040,PS 040 SAMUEL HUNTINGTON                        ,2011-2012,88.7,7.3,8.3,3.8,71.5,18.3,3.8,48.5,51.5
28Q048,PS 048 WILLIAM WORDSWORTH                       ,2011-2012,79.4,7.1,12.4,9.8,71,15.4,0.5,46,54
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL          ,2011-2012,87.3,17.4,11.2,14,30,39.7,2.4,48.1,51.9
28Q054,PS 054 HILLSIDE                                 ,2011-2012,75.4,20.9,12.2,35.8,10.9,46.5,4.7,55.4,44.6
