dbn,dropoutpercent
02M519,19.6
02M519,21.1
02M519,22.2
02M519,5.1
02M519,5.1
02M519,7.4
02M519,7.4
02M519,7.0
02M519,7.0
02M520,24.6
02M520,32.5
02M520,35.0
02M520,25.7
02M520,35.3
02M520,38.3
02M520,33.9
02M520,42.599999999999994
02M520,46.0
02M520,33.5
02M520,44.7
02M520,47.099999999999994
02M520,28.4
02M520,30.6
02M520,39.3
02M520,41.900000000000006
02M520,25.9
02M520,28.6
02M520,42.5
02M520,42.6
02M520,19.9
02M520,22.7
02M529,33.1
02M529,51.0
02M529,56.6
02M529,32.7
02M529,45.2
02M529,47.3
02M529,31.299999999999997
02M529,57.099999999999994
02M529,59.900000000000006
02M529,27.6
02M529,33.4
02M529,39.2
02M529,24.7
02M529,27.6
02M529,40.0
02M529,41.2
02M529,23.6
02M529,24.299999999999997
02M529,32.9
02M529,32.9
02M529,20.5
02M529,22.6
02M531,58.3
02M531,83.4
02M531,86.1
02M531,53.3
02M531,62.199999999999996
02M531,62.199999999999996
02M531,48.6
02M531,60.0
02M531,60.0
02M531,47.5
02M531,52.5
02M531,52.5
02M531,25.0
02M531,27.3
02M531,31.8
02M531,31.8
02M531,34.7
02M531,34.7
02M531,38.8
02M531,38.8
02M531,25.599999999999998
02M531,25.599999999999998
02M535,53.5
02M535,73.30000000000001
02M535,73.30000000000001
02M535,71.7
02M535,71.7
02M535,71.7
02M535,
02M535,
02M535,
02M535,
02M535,
02M535,
02M535,
02M535,
02M535,
02M535,
02M542,
02M542,
02M542,
02M542,44.0
02M542,60.5
02M542,67.7
02M542,39.300000000000004
02M542,51.1
02M542,55.3
02M542,28.900000000000002
02M542,35.5
02M542,56.0
02M542,58.0
02M542,26.1
02M542,28.8
02M542,39.3
02M542,39.3
02M542,19.9
02M542,22.5
02M543,
02M543,
02M543,
02M543,
02M543,
02M543,
02M543,40.2
02M543,45.8
02M543,46.5
02M543,29.700000000000003
02M543,31.4
02M543,34.8
02M543,24.700000000000003
02M543,24.700000000000003
02M543,27.3
02M543,32.5
02M543,32.7
02M543,32.7
02M543,52.0
02M543,52.0
02M543,36.0
02M543,38.2
02M544,15.7
02M544,56.2
02M544,83.8
02M544,17.7
02M544,62.8
02M544,78.1
02M544,26.3
02M544,56.2
02M544,75.6
02M544,21.8
02M544,56.3
02M544,72.8
02M544,28.1
02M544,33.8
02M544,59.099999999999994
02M544,74.6
02M544,23.4
02M544,23.4
02M544,52.5
02M544,54.5
02M544,31.6
02M544,33.4
02M545,7.699999999999999
02M545,11.5
02M545,12.0
02M545,8.399999999999999
02M545,12.5
02M545,12.6
02M545,7.9
02M545,7.9
02M545,9.2
02M545,9.2
02M545,3.7
02M545,3.7
02M545,3.7
02M545,3.7
02M545,2.6
02M545,3.9
02M550,74.2
02M550,77.3
02M550,78.8
02M550,51.4
02M550,60.2
02M550,60.2
02M550,61.4
02M550,70.8
02M550,73.9
02M550,35.9
02M550,54.7
02M550,58.3
02M550,31.0
02M550,35.400000000000006
02M550,48.7
02M550,48.5
02M550,38.2
02M550,42.3
02M550,55.1
02M550,58.1
02M550,37.3
02M550,42.2
02M551,
02M551,
02M551,
02M551,42.5
02M551,57.5
02M551,70.7
02M551,44.699999999999996
02M551,58.1
02M551,64.4
02M551,43.900000000000006
02M551,48.8
02M551,63.5
02M551,62.5
02M551,44.2
02M551,44.2
02M551,44.5
02M551,44.5
02M551,23.4
02M551,24.5
02M560,28.4
02M560,61.6
02M560,77.0
02M560,26.1
02M560,48.800000000000004
02M560,55.699999999999996
02M560,14.1
02M560,25.5
02M560,38.5
02M560,19.0
02M560,22.7
02M560,29.2
02M560,10.1
02M560,10.1
02M560,16.5
02M560,30.799999999999997
02M560,4.3
02M560,4.3
02M560,18.6
02M560,18.8
02M560,7.8
02M560,8.4
02M565,67.4
02M565,93.0
02M565,93.0
02M565,34.199999999999996
02M565,42.099999999999994
02M565,44.7
02M565,9.4
02M565,15.6
02M565,
02M565,3.8
02M565,2.9
02M565,2.8
02M565,3.4
02M565,3.4
02M565,3.3
02M565,3.3
02M565,2.2
02M565,2.2
02M565,2.3
02M565,2.3
02M565,3.1
02M565,0.0
02M570,30.4
02M570,69.9
02M570,88.3
02M570,28.5
02M570,70.1
02M570,84.2
02M570,18.4
02M570,49.0
02M570,78.5
02M570,21.6
02M570,51.8
02M570,63.9
02M570,21.9
02M570,22.5
02M570,46.6
02M570,60.3
02M570,15.5
02M570,15.5
02M570,51.8
02M570,51.8
02M570,31.1
02M570,34.0
02M575,40.5
02M575,57.2
02M575,71.7
02M575,25.7
02M575,39.3
02M575,53.2
02M575,24.7
02M575,44.9
02M575,53.099999999999994
02M575,23.8
02M575,29.200000000000003
02M575,36.6
02M575,22.4
02M575,23.5
02M575,27.700000000000003
02M575,41.7
02M575,21.9
02M575,21.9
02M575,40.8
02M575,42.5
02M575,26.2
02M575,27.299999999999997
02M580,28.5
02M580,36.3
02M580,39.6
02M580,35.8
02M580,48.900000000000006
02M580,50.0
02M580,35.9
02M580,57.2
02M580,58.099999999999994
02M580,42.0
02M580,50.8
02M580,51.5
02M580,31.6
02M580,34.6
02M580,40.0
02M580,39.1
02M580,23.1
02M580,24.6
02M580,35.8
02M580,35.1
02M580,26.1
02M580,27.7
02M586,44.8
02M586,69.0
02M586,82.69999999999999
02M586,35.7
02M586,67.9
02M586,78.6
02M586,41.8
02M586,65.1
02M586,78.0
02M586,27.5
02M586,57.2
02M586,74.0
02M586,50.0
02M586,53.4
02M586,69.7
02M586,71.4
02M586,40.0
02M586,40.0
02M586,50.0
02M586,50.0
02M586,38.7
02M586,38.7
02M600,21.7
02M600,26.200000000000003
02M600,28.400000000000002
02M600,33.9
02M600,41.7
02M600,44.4
02M600,33.199999999999996
02M600,40.6
02M600,41.0
02M600,35.3
02M600,41.7
02M600,41.8
02M600,20.4
02M600,21.6
02M600,28.1
02M600,28.900000000000002
02M600,12.3
02M600,13.5
02M600,16.5
02M600,16.7
02M600,10.2
02M600,12.0
02M605,51.0
02M605,64.7
02M605,68.7
02M605,70.5
02M605,77.3
02M605,86.30000000000001
02M605,39.7
02M605,53.4
02M605,56.3
02M605,13.8
02M605,25.0
02M605,27.8
02M605,14.3
02M605,14.3
02M605,22.2
02M605,22.9
02M605,4.2
02M605,4.2
02M605,10.4
02M605,10.4
02M605,1.6
02M605,1.6
02M615,39.9
02M615,55.199999999999996
02M615,61.2
02M615,41.5
02M615,59.6
02M615,64.8
02M615,42.7
02M615,65.5
02M615,67.69999999999999
02M615,35.8
02M615,57.400000000000006
02M615,55.5
02M615,39.4
02M615,40.599999999999994
02M615,50.9
02M615,52.7
02M615,41.7
02M615,45.099999999999994
02M615,54.400000000000006
02M615,54.400000000000006
02M615,31.4
02M615,37.9
02M620,40.2
02M620,59.2
02M620,63.8
02M620,50.0
02M620,65.8
02M620,71.1
02M620,46.8
02M620,62.2
02M620,69.4
02M620,40.2
02M620,61.6
02M620,70.1
02M620,37.8
02M620,42.5
02M620,62.5
02M620,66.0
02M620,41.8
02M620,43.3
02M620,55.7
02M620,56.099999999999994
02M620,28.799999999999997
02M620,30.1
02M625,49.3
02M625,65.2
02M625,74.8
02M625,48.0
02M625,61.699999999999996
02M625,66.5
02M625,41.6
02M625,61.599999999999994
02M625,65.8
02M625,41.0
02M625,52.9
02M625,58.2
02M625,47.5
02M625,49.4
02M625,61.7
02M625,64.1
02M625,47.5
02M625,47.7
02M625,60.5
02M625,60.3
02M625,30.9
02M625,31.599999999999998
02M630,42.1
02M630,54.2
02M630,58.9
02M630,28.6
02M630,47.7
02M630,51.5
02M630,29.7
02M630,44.7
02M630,49.0
02M630,27.200000000000003
02M630,35.0
02M630,38.2
02M630,17.0
02M630,20.5
02M630,31.9
02M630,32.0
02M630,14.7
02M630,16.0
02M630,25.4
02M630,25.4
02M630,12.4
02M630,14.2
02M655,46.3
02M655,53.800000000000004
02M655,57.2
02M655,44.1
02M655,46.300000000000004
02M655,47.8
02M655,42.900000000000006
02M655,48.6
02M655,49.6
02M655,37.7
02M655,41.9
02M655,42.6
02M655,36.9
02M655,37.8
02M655,41.0
02M655,41.0
02M655,25.4
02M655,30.5
02M655,35.1
02M655,35.1
02M655,23.9
02M655,26.5
02M690,53.2
02M690,68.1
02M690,74.4
02M690,48.4
02M690,61.300000000000004
02M690,64.5
02M690,41.4
02M690,58.6
02M690,62.5
02M690,48.5
02M690,65.5
02M690,69.5
02M690,35.5
02M690,40.4
02M690,65.0
02M690,67.2
02M690,52.099999999999994
02M690,52.099999999999994
02M690,61.3
02M690,61.3
03M283,
03M283,
03M283,
03M283,
03M283,
03M283,
03M283,51.800000000000004
03M283,76.1
03M283,77.1
03M283,56.300000000000004
03M283,56.300000000000004
03M283,60.7
03M283,63.3
03M283,40.5
03M283,41.9
03M283,61.199999999999996
03M283,61.199999999999996
03M283,29.7
03M283,42.9
03M299,
03M299,
03M299,
03M299,
03M299,2.0
03M299,3.0
03M299,3.0
03M299,
03M299,
03M299,2.0
03M299,2.0
03M299,2.0
03M299,2.0
03M307,
03M307,
03M307,
03M307,24.0
03M307,40.8
03M307,44.7
03M307,40.2
03M307,43.5
03M307,56.099999999999994
03M307,57.2
03M307,36.0
03M307,38.0
03M307,47.0
03M307,47.0
03M307,34.8
03M307,34.8
03M404,
03M404,
03M404,
03M404,12.8
03M404,12.8
03M404,31.1
03M404,31.1
03M404,14.5
03M404,14.5
03M415,33.3
03M415,45.8
03M415,47.599999999999994
03M415,26.0
03M415,35.7
03M415,36.5
03M415,23.3
03M415,27.2
03M415,30.3
03M415,25.2
03M415,33.8
03M415,38.5
03M415,18.8
03M415,18.8
03M415,25.0
03M415,28.0
03M415,10.299999999999999
03M415,15.0
03M415,24.6
03M415,24.6
03M415,22.1
03M415,22.9
03M470,41.5
03M470,58.9
03M470,64.9
03M470,35.5
03M470,52.2
03M470,59.3
03M470,39.3
03M470,54.3
03M470,61.0
03M470,39.8
03M470,56.599999999999994
03M470,65.1
03M470,32.8
03M470,34.7
03M470,54.3
03M470,62.9
03M470,37.0
03M470,40.1
03M470,56.8
03M470,57.300000000000004
03M470,41.8
03M470,44.0
03M479,4.5
03M479,10.6
03M479,11.1
03M479,20.4
03M479,26.5
03M479,26.9
03M479,28.3
03M479,34.8
03M479,36.1
03M479,12.8
03M479,18.6
03M479,19.3
03M479,14.6
03M479,14.6
03M479,14.9
03M479,16.2
03M479,4.5
03M479,5.9
03M479,6.4
03M479,6.4
03M479,10.6
03M479,11.299999999999999
03M485,6.1000000000000005
03M485,9.1
03M485,9.8
03M485,1.3
03M485,3.0
03M485,3.0
03M485,3.2
03M485,3.6
03M485,4.1
03M485,1.4000000000000001
03M485,2.3
03M485,2.5
03M485,1.9
03M485,2.5
03M485,2.9
03M485,2.9000000000000004
03M485,1.8
03M485,1.8
03M485,2.0
03M485,2.0
03M485,1.0
03M485,1.0
03M490,94.7
03M490,94.7
03M490,94.7
03M490,
03M490,
03M490,
03M490,
03M490,
03M490,
03M492,4.0
03M492,6.0
03M492,6.0
03M492,3.0
03M492,6.0
03M492,6.0
03M492,4.0
03M492,5.0
03M492,5.0
03M492,
03M492,
03M492,3.0
03M492,3.0
03M492,2.0
03M492,2.0
03M492,2.0
03M492,2.0
03M492,
03M492,
03M494,
03M494,
03M494,
03M494,27.3
03M494,40.6
03M494,46.7
03M494,43.099999999999994
03M494,55.6
03M494,57.5
03M494,39.4
03M494,43.0
03M494,46.2
03M494,20.4
03M494,21.700000000000003
03M494,30.299999999999997
03M494,34.0
03M494,20.5
03M494,21.2
03M494,29.6
03M494,29.6
03M494,20.5
03M494,21.2
03M505,28.9
03M505,54.8
03M505,78.5
03M505,22.200000000000003
03M505,65.80000000000001
03M505,78.2
03M505,31.3
03M505,59.7
03M505,80.4
03M505,37.6
03M505,60.5
03M505,77.6
03M505,34.3
03M505,38.3
03M505,54.5
03M505,70.7
03M505,18.0
03M505,18.0
03M505,46.5
03M505,47.1
03M505,20.1
03M505,21.4
03M541,4.8
03M541,4.8
03M541,4.8
03M541,5.2
03M541,6.8
03M541,6.8
03M541,5.9
03M541,7.9
03M541,9.1
03M541,9.1
03M541,1.1
03M541,1.1
03M541,3.4
03M541,3.4
03M541,8.100000000000001
03M541,8.100000000000001
03M860,
03M860,
03M860,
03M860,22.2
03M860,29.599999999999998
03M860,30.7
03M860,20.9
03M860,25.0
03M860,31.299999999999997
03M860,8.7
03M860,11.6
03M860,31.2
03M860,32.8
03M860,29.7
03M860,29.7
03M860,36.4
03M860,36.4
03M860,12.6
03M860,14.1
04M099,
04M099,
04M099,
04M099,
04M101,
04M101,
04M117,
04M117,
04M117,
04M117,
04M117,
04M117,
04M117,
04M117,
04M117,
04M117,
04M117,
04M409,52.5
04M409,76.9
04M409,80.69999999999999
04M409,52.3
04M409,67.4
04M409,68.6
04M409,48.8
04M409,64.4
04M409,70.5
04M409,56.0
04M409,74.1
04M409,77.3
04M409,72.2
04M409,72.2
04M409,76.10000000000001
04M409,77.3
04M409,39.5
04M409,42.099999999999994
04M409,53.3
04M409,53.3
04M409,47.2
04M409,50.0
04M435,11.4
04M435,19.1
04M435,19.8
04M435,9.8
04M435,14.600000000000001
04M435,15.8
04M435,12.100000000000001
04M435,15.4
04M435,15.7
04M435,13.399999999999999
04M435,19.1
04M435,19.6
04M435,9.4
04M435,10.100000000000001
04M435,11.5
04M435,12.1
04M435,5.0
04M435,5.0
04M435,6.1
04M435,6.1
