dbn,dropoutpercent
04M435,3.0999999999999996
04M435,3.5999999999999996
04M495,55.7
04M495,73.8
04M495,77.0
04M495,57.699999999999996
04M495,73.2
04M495,74.6
04M495,44.5
04M495,56.6
04M495,60.5
04M495,43.1
04M495,54.699999999999996
04M495,57.7
04M495,32.7
04M495,39.4
04M495,55.0
04M495,54.599999999999994
04M495,37.0
04M495,42.4
04M495,51.099999999999994
04M495,51.099999999999994
04M495,17.8
04M495,17.8
04M555,51.400000000000006
04M555,79.7
04M555,89.19999999999999
04M555,64.1
04M555,79.69999999999999
04M555,89.0
04M555,42.599999999999994
04M555,61.099999999999994
04M555,66.0
04M555,37.3
04M555,60.7
04M555,65.5
04M555,33.3
04M555,36.1
04M555,50.0
04M555,51.5
04M555,36.5
04M555,39.7
04M555,51.6
04M555,51.6
04M555,14.5
04M555,16.1
04M610,27.0
04M610,28.6
04M610,28.6
04M610,22.2
04M610,22.2
04M610,22.2
04M610,26.6
04M610,28.1
04M610,28.1
04M610,13.7
04M610,15.7
04M610,15.7
04M610,13.6
04M610,13.6
04M610,15.0
04M610,15.0
04M610,14.5
04M610,14.5
04M610,14.5
04M610,14.5
04M610,9.4
04M610,9.4
04M635,60.0
04M635,87.2
04M635,89.1
04M635,48.8
04M635,60.9
04M635,60.9
04M635,33.9
04M635,52.9
04M635,57.900000000000006
04M635,47.2
04M635,65.80000000000001
04M635,67.9
04M635,41.2
04M635,42.400000000000006
04M635,64.1
04M635,69.3
04M635,37.3
04M635,38.7
04M635,55.4
04M635,55.4
04M635,44.9
04M635,45.9
04M680,42.3
04M680,61.6
04M680,61.6
04M680,26.4
04M680,33.3
04M680,38.900000000000006
04M680,33.3
04M680,55.0
04M680,55.7
04M680,39.0
04M680,54.2
04M680,57.599999999999994
04M680,29.7
04M680,33.3
04M680,49.3
04M680,52.7
04M680,30.6
04M680,33.3
04M680,48.5
04M680,48.5
04M680,10.4
04M680,18.2
04M695,50.0
04M695,75.8
04M695,82.7
04M695,36.5
04M695,55.4
04M695,64.9
04M695,30.200000000000003
04M695,58.5
04M695,64.8
04M695,50.0
04M695,63.6
04M695,69.1
04M695,43.900000000000006
04M695,43.900000000000006
04M695,58.3
04M695,60.0
04M695,28.9
04M695,28.9
04M695,29.6
04M695,29.6
05M172,
05M172,
05M172,
05M172,
05M172,
05M172,
05M172,
05M172,
05M172,
05M172,
05M285,
05M285,
05M285,
05M285,25.0
05M285,75.0
05M285,81.3
05M285,45.0
05M285,63.4
05M285,86.0
05M285,31.200000000000003
05M285,64.2
05M285,82.5
05M285,35.3
05M285,36.4
05M285,58.3
05M285,83.3
05M285,28.4
05M285,28.4
05M285,55.6
05M285,64.7
05M285,21.4
05M285,28.099999999999998
05M304,
05M304,
05M304,
05M304,
05M304,
05M304,
05M304,5.9
05M304,16.8
05M304,20.2
05M304,9.8
05M304,10.899999999999999
05M304,12.899999999999999
05M304,15.2
05M304,11.5
05M304,13.6
05M304,16.9
05M304,16.9
05M304,18.3
05M304,17.3
05M367,26.4
05M367,28.299999999999997
05M369,
05M369,
05M369,
05M369,
05M369,17.700000000000003
05M369,19.3
05M369,29.0
05M369,29.0
05M369,14.3
05M369,15.7
05M469,73.0
05M469,83.80000000000001
05M469,86.5
05M469,63.0
05M469,80.5
05M469,82.6
05M469,51.9
05M469,73.10000000000001
05M469,76.9
05M469,38.0
05M469,59.7
05M469,66.7
05M469,40.5
05M469,44.0
05M469,51.3
05M469,53.2
05M469,25.700000000000003
05M469,38.5
05M469,42.099999999999994
05M469,42.099999999999994
05M469,33.3
05M469,33.3
05M499,6.7
05M499,11.2
05M499,12.0
05M499,18.1
05M499,21.6
05M499,22.2
05M499,8.7
05M499,11.7
05M499,11.6
05M499,8.2
05M499,14.9
05M499,16.3
05M499,9.399999999999999
05M499,9.899999999999999
05M499,14.2
05M499,12.8
05M499,6.2
05M499,7.0
05M499,11.7
05M499,10.6
05M499,4.9
05M499,4.9
05M670,54.2
05M670,61.099999999999994
05M670,62.5
05M670,53.7
05M670,66.7
05M670,66.7
05M670,52.8
05M670,66.6
05M670,64.4
05M670,35.2
05M670,47.1
05M670,48.800000000000004
05M670,28.3
05M670,28.3
05M670,33.7
05M670,34.7
05M670,20.0
05M670,21.0
05M670,30.1
05M670,29.1
05M670,14.7
05M670,15.8
05M685,27.7
05M685,41.7
05M685,50.0
05M685,30.099999999999998
05M685,46.599999999999994
05M685,47.9
05M685,41.8
05M685,48.400000000000006
05M685,53.2
05M685,30.8
05M685,52.2
05M685,52.8
05M685,21.5
05M685,24.4
05M685,42.6
05M685,43.400000000000006
05M685,33.9
05M685,42.2
05M685,51.7
05M685,51.8
05M685,29.5
05M685,34.1
05M692,1.2
05M692,1.2
05M692,1.2
05M692,0.0
05M692,0.0
05M692,0.0
05M692,0.0
05M692,0.0
05M692,0.8
05M692,0.9
05M692,0.9
05M692,0.9
05M692,0.9
05M692,0.0
05M692,0.0
05M692,0.0
05M692,0.0
05M692,0.9
05M692,0.9
06M293,
06M293,
06M346,
06M346,
06M462,77.10000000000001
06M462,90.39999999999999
06M462,94.1
06M462,26.5
06M462,44.9
06M462,44.9
06M462,38.400000000000006
06M462,50.0
06M462,50.7
06M462,33.6
06M462,40.3
06M462,41.2
06M462,30.2
06M462,32.2
06M462,39.2
06M462,40.1
06M462,28.7
06M462,29.1
06M462,30.9
06M462,30.4
06M462,24.9
06M462,23.0
06M463,35.3
06M463,50.7
06M463,53.5
06M463,26.7
06M463,44.9
06M463,47.4
06M463,40.3
06M463,56.0
06M463,56.7
06M463,36.099999999999994
06M463,47.6
06M463,48.2
06M463,32.400000000000006
06M463,33.8
06M463,47.3
06M463,51.0
06M463,25.4
06M463,28.5
06M463,38.9
06M463,38.9
06M463,21.5
06M463,26.9
06M467,38.9
06M467,47.5
06M467,53.1
06M467,41.9
06M467,62.5
06M467,65.4
06M467,41.7
06M467,45.4
06M467,47.7
06M467,32.7
06M467,40.4
06M467,43.6
06M467,21.3
06M467,25.3
06M467,32.0
06M467,33.800000000000004
06M467,24.0
06M467,23.4
06M467,30.6
06M467,29.400000000000002
06M467,18.4
06M467,18.3
06M468,37.4
06M468,58.099999999999994
06M468,64.6
06M468,41.5
06M468,56.6
06M468,57.6
06M468,55.3
06M468,65.9
06M468,68.2
06M468,42.8
06M468,54.5
06M468,58.8
06M468,35.2
06M468,39.5
06M468,50.0
06M468,50.0
06M468,44.3
06M468,48.7
06M468,62.5
06M468,61.900000000000006
06M468,22.799999999999997
06M468,29.7
06M540,29.299999999999997
06M540,41.6
06M540,43.0
06M540,25.6
06M540,36.5
06M540,41.400000000000006
06M540,25.7
06M540,39.2
06M540,41.400000000000006
06M540,23.6
06M540,34.9
06M540,37.6
06M540,1.3
06M540,2.2
06M540,7.1000000000000005
06M540,6.7
06M540,9.4
06M540,11.6
06M540,20.1
06M540,20.1
06M540,6.4
06M540,6.1
06M552,53.800000000000004
06M552,73.1
06M552,75.6
06M552,47.400000000000006
06M552,61.800000000000004
06M552,69.8
06M552,48.6
06M552,60.599999999999994
06M552,66.4
06M552,48.199999999999996
06M552,54.5
06M552,58.199999999999996
06M552,43.800000000000004
06M552,43.800000000000004
06M552,47.8
06M552,50.0
06M552,36.3
06M552,36.3
06M552,38.2
06M552,38.2
06M552,7.800000000000001
06M552,7.800000000000001
07X149,
07X149,
07X149,
07X184,
07X184,
07X184,
07X184,
07X184,
07X184,
07X184,
07X184,
07X184,
07X184,
07X184,
07X184,
07X184,
07X220,
07X220,
07X220,
07X221,
07X221,
07X221,
07X221,49.3
07X221,55.0
07X221,54.3
07X221,36.099999999999994
07X221,39.4
07X221,41.0
07X221,41.0
07X221,20.1
07X221,28.8
07X221,31.3
07X221,31.3
07X221,15.1
07X221,18.2
07X222,
07X222,
07X222,
07X222,
07X222,
07X222,
07X222,
07X222,
07X222,
07X222,
07X222,
07X321,
07X321,
07X321,
07X321,35.2
07X321,64.8
07X321,70.3
07X321,44.7
07X321,56.900000000000006
07X321,71.89999999999999
07X321,14.899999999999999
07X321,40.4
07X321,61.8
07X321,22.0
07X321,22.0
07X321,59.2
07X321,70.0
07X321,23.299999999999997
07X321,26.799999999999997
07X321,52.199999999999996
07X321,53.699999999999996
07X321,30.6
07X321,32.6
07X334,
07X334,
07X334,
07X334,
07X334,
07X334,
07X379,
07X379,
07X379,
07X379,
07X379,
07X379,
07X379,18.2
07X379,68.9
07X379,89.6
07X379,30.7
07X379,34.7
07X379,71.5
07X379,90.80000000000001
07X379,26.0
07X379,34.0
07X379,60.3
07X379,60.3
07X379,14.2
07X379,15.2
07X381,
07X381,37.5
07X381,
07X381,16.9
07X381,20.7
07X381,89.1
07X381,77.80000000000001
07X381,
07X381,
07X381,43.7
07X381,43.7
07X381,9.8
07X381,15.5
07X427,56.300000000000004
07X427,92.19999999999999
07X427,95.3
07X427,54.7
07X427,76.0
07X427,77.7
07X427,59.3
07X427,71.9
07X427,73.2
07X427,61.0
07X427,63.4
07X427,66.6
07X427,71.8
07X427,32.1
07X427,32.1
07X427,34.2
07X427,34.2
07X427,10.5
07X427,10.5
07X470,67.9
07X470,67.9
07X470,67.9
07X470,
07X470,
07X470,
07X470,
07X470,
07X470,
07X473,
07X473,
07X473,
07X473,58.4
07X473,69.4
07X473,72.2
07X473,58.5
07X473,66.2
07X473,68.2
07X473,52.199999999999996
07X473,63.7
07X473,64.2
07X473,33.0
07X473,39.2
07X473,55.3
07X473,57.400000000000006
07X473,44.9
07X473,50.7
07X473,53.6
07X473,53.6
07X473,30.6
07X473,37.7
07X495,63.2
07X495,78.1
07X495,82.7
07X495,78.0
07X495,86.80000000000001
07X495,88.30000000000001
07X495,63.0
07X495,68.5
07X495,68.39999999999999
07X495,43.2
07X495,50.6
07X495,53.9
07X495,47.2
07X495,47.2
07X495,49.1
07X495,48.6
07X495,58.1
07X495,58.1
07X495,58.0
07X495,58.0
07X495,51.9
07X495,54.6
07X500,21.4
07X500,33.0
07X500,35.0
07X500,20.400000000000002
07X500,26.099999999999998
07X500,30.7
07X500,22.099999999999998
07X500,31.6
07X500,31.9
07X500,19.6
07X500,26.099999999999998
07X500,26.7
07X500,17.0
07X500,21.9
07X500,26.6
07X500,27.9
07X500,4.9
07X500,8.2
07X500,8.2
07X500,8.2
07X500,12.6
07X500,22.900000000000002
07X520,28.2
07X520,40.800000000000004
07X520,42.2
07X520,30.299999999999997
07X520,37.9
07X520,39.4
07X520,29.1
07X520,41.7
07X520,46.3
07X520,32.3
07X520,38.7
07X520,38.3
07X520,21.1
07X520,21.1
07X520,33.3
07X520,37.6
07X520,24.299999999999997
07X520,27.299999999999997
07X520,40.0
07X520,40.8
07X520,28.5
07X520,32.099999999999994
07X527,0.0
07X527,36.5
07X527,42.3
07X527,35.1
07X527,38.6
07X527,44.900000000000006
07X527,28.299999999999997
07X527,39.400000000000006
07X527,41.900000000000006
07X527,40.8
07X527,40.8
07X527,53.5
07X527,54.7
07X527,32.3
07X527,32.3
07X527,39.9
07X527,39.9
07X527,32.1
07X527,32.1
07X547,
07X547,
07X547,
07X547,58.4
07X547,67.5
07X547,67.5
07X547,60.3
07X547,65.8
07X547,65.8
07X547,51.9
07X547,69.6
07X547,70.9
07X547,47.2
07X547,48.6
07X547,52.699999999999996
07X547,54.1
07X547,39.5
07X547,45.7
07X547,54.2
07X547,56.699999999999996
07X547,41.4
07X547,41.4
07X548,62.9
07X548,68.5
07X548,68.5
07X548,29.599999999999998
07X548,40.7
07X548,41.900000000000006
07X548,38.099999999999994
07X548,50.0
07X548,50.699999999999996
07X548,47.1
07X548,47.1
07X548,47.8
07X548,18.099999999999998
07X548,23.599999999999998
07X548,26.4
07X548,26.4
07X548,24.4
07X548,26.799999999999997
07X548,28.9
07X548,30.1
07X548,18.299999999999997
07X548,18.299999999999997
07X551,
07X551,
07X551,
07X551,26.5
07X551,31.3
07X551,32.8
07X551,10.6
07X551,16.4
07X551,17.9
07X551,10.1
07X551,10.1
07X551,12.9
07X551,12.9
07X551,17.1
07X551,17.1
07X551,24.0
07X551,24.0
07X551,9.0
07X551,10.1
07X600,51.0
07X600,66.4
07X600,71.1
07X600,56.1
07X600,71.1
07X600,76.6
07X600,44.2
07X600,66.5
07X600,72.1
07X600,45.699999999999996
07X600,62.1
07X600,64.2
07X600,41.7
07X600,44.3
07X600,53.3
07X600,56.9
07X600,38.6
07X600,41.2
07X600,53.2
07X600,55.1
07X600,28.8
07X600,34.5
07X655,42.1
07X655,51.400000000000006
07X655,54.099999999999994
07X655,33.3
07X655,42.1
07X655,46.0
07X655,42.6
07X655,54.3
07X655,58.5
07X655,30.0
07X655,39.9
07X655,43.7
07X655,29.8
07X655,32.900000000000006
07X655,47.4
07X655,49.9
07X655,41.5
07X655,43.7
07X655,51.8
07X655,52.099999999999994
07X655,34.7
07X655,37.4
07X670,28.7
07X670,43.6
07X670,50.0
07X670,33.6
07X670,44.2
07X670,49.2
07X670,36.1
07X670,52.3
07X670,57.3
07X670,36.5
07X670,48.5
07X670,51.5
07X670,28.5
07X670,28.5
07X670,41.6
07X670,40.8
07X670,31.4
07X670,32.1
07X670,37.6
07X670,37.6
07X670,23.3
07X670,23.299999999999997
08X192,
08X192,
08X192,
08X192,
08X192,
08X192,
08X192,
08X192,
08X282,
08X282,
08X282,
08X282,
08X282,
08X282,17.3
08X282,16.0
08X282,12.200000000000001
08X282,12.200000000000001
08X282,21.5
08X282,21.5
08X293,
08X293,
08X293,
08X293,
08X293,
08X293,
08X293,36.6
08X293,51.2
08X293,54.8
08X293,21.0
08X293,31.7
08X293,30.599999999999998
08X293,27.4
08X293,27.4
08X293,34.7
08X293,35.8
08X293,29.9
08X293,29.900000000000002
08X293,38.7
08X293,38.7
08X293,27.700000000000003
08X293,27.7
08X295,
08X295,
08X295,
08X295,
08X295,
08X295,
08X295,24.1
08X295,44.800000000000004
08X295,49.199999999999996
08X295,44.800000000000004
08X295,54.6
08X295,55.8
08X295,15.9
08X295,22.7
08X295,37.8
08X295,50.5
08X295,34.7
08X295,39.599999999999994
08X295,64.1
08X295,64.1
08X295,26.799999999999997
08X295,30.0
08X305,
08X305,
08X305,
08X305,
08X305,
08X305,
08X305,54.7
08X305,73.6
08X305,74.1
08X305,55.3
08X305,68.8
08X305,73.1
08X305,54.3
08X305,57.7
08X305,66.4
08X305,68.9
08X305,41.6
08X305,42.6
08X305,54.0
08X305,54.0
08X305,33.400000000000006
08X305,36.1
08X312,
08X312,
08X312,
08X312,51.099999999999994
08X312,60.5
08X312,59.599999999999994
08X312,36.2
08X312,51.0
08X312,60.199999999999996
08X312,26.5
08X312,32.4
08X312,46.900000000000006
08X312,52.5
08X312,26.900000000000002
08X312,31.5
08X312,44.8
08X312,45.8
08X312,24.3
08X312,27.0
08X332,
08X332,
08X332,
08X332,
08X332,
08X332,
08X332,
08X332,31.5
08X332,31.5
08X332,48.3
08X332,50.599999999999994
08X332,26.9
08X332,28.8
08X377,
08X377,
08X377,
08X377,
08X377,
08X377,
08X377,10.3
08X377,35.099999999999994
08X377,75.6
08X377,16.400000000000002
08X377,23.5
08X377,66.6
08X377,79.8
08X377,35.5
08X377,38.0
08X377,68.4
08X377,69.4
08X377,34.6
08X377,34.6
08X405,36.4
08X405,48.400000000000006
08X405,55.099999999999994
08X405,28.799999999999997
08X405,46.900000000000006
08X405,50.3
08X405,32.8
08X405,46.7
08X405,51.6
08X405,33.9
08X405,48.3
08X405,53.8
08X405,26.2
08X405,29.5
08X405,39.1
08X405,42.7
08X405,30.4
08X405,33.7
08X405,44.3
08X405,44.3
08X405,31.700000000000003
08X405,33.4
08X450,41.0
08X450,62.8
08X450,73.8
08X450,36.0
08X450,59.2
08X450,66.3
08X450,44.6
08X450,60.3
08X450,67.9
08X450,47.6
08X450,65.19999999999999
08X450,68.8
08X450,55.9
08X450,55.9
08X450,60.3
08X450,61.8
08X450,
08X450,
08X450,
08X450,
08X452,
08X452,
08X452,
08X452,56.3
08X452,80.0
08X452,91.3
08X452,59.7
08X452,87.10000000000001
08X452,92.10000000000001
08X452,55.5
08X452,83.5
08X452,83.4
08X452,62.8
08X452,67.5
08X452,83.8
08X452,85.7
08X452,68.8
08X452,71.89999999999999
08X452,81.3
08X452,87.5
08X452,43.6
08X452,48.3
08X519,
08X519,
08X519,
08X519,
08X519,
08X519,
08X519,43.1
08X519,63.900000000000006
08X519,65.3
08X519,33.7
08X519,41.0
08X519,57.9
08X519,59.599999999999994
08X519,38.4
08X519,43.5
08X519,51.5
08X519,51.5
08X519,34.6
08X519,40.8
08X530,57.4
08X530,68.1
08X530,68.1
08X530,37.800000000000004
08X530,48.6
08X530,48.6
08X530,29.200000000000003
08X530,49.3
08X530,52.3
08X530,44.0
08X530,65.8
08X530,70.1
08X530,35.1
08X530,36.0
08X530,52.3
08X530,55.6
08X530,39.8
08X530,40.7
08X530,52.6
08X530,53.6
08X530,34.4
08X530,37.4
08X540,
08X540,
08X540,
08X540,
08X540,
08X540,
08X540,44.7
08X540,62.5
08X540,63.2
08X540,40.4
08X540,61.4
08X540,66.30000000000001
08X540,37.7
08X540,38.7
08X540,52.9
08X540,59.2
08X540,39.3
08X540,42.7
08X540,53.3
08X540,53.3
08X540,44.5
08X540,46.1
08X560,19.1
08X560,55.599999999999994
08X560,84.6
08X560,20.7
08X560,70.3
08X560,79.3
08X560,26.9
08X560,46.900000000000006
08X560,69.5
08X560,19.6
08X560,42.099999999999994
08X560,63.8
08X560,25.0
08X560,26.4
08X560,51.099999999999994
08X560,67.4
08X560,31.2
08X560,31.2
08X560,60.7
08X560,63.3
08X560,34.1
08X560,35.2
08X650,47.599999999999994
08X650,62.3
08X650,68.8
08X650,48.1
08X650,71.7
08X650,74.30000000000001
08X650,48.5
08X650,64.2
08X650,67.8
08X650,52.8
08X650,65.4
08X650,67.5
08X650,38.6
08X650,42.5
08X650,52.1
08X650,53.5
08X650,38.0
08X650,40.8
08X650,54.0
08X650,54.7
08X650,29.200000000000003
08X650,32.800000000000004
08X686,45.900000000000006
08X686,67.6
08X686,79.8
08X686,28.6
08X686,50.0
08X686,50.0
08X686,46.9
08X686,51.8
08X686,54.099999999999994
08X686,42.7
08X686,47.599999999999994
08X686,50.0
08X686,25.0
08X686,25.0
08X686,25.2
08X686,25.2
08X686,
08X686,
08X686,
08X686,
09X227,
09X227,
09X227,
09X227,
09X227,
09X227,
09X227,37.6
09X227,56.5
09X227,61.3
09X227,40.4
09X227,42.599999999999994
09X227,57.9
09X227,65.5
09X227,32.3
09X227,35.400000000000006
09X227,51.099999999999994
09X227,51.099999999999994
09X227,31.9
09X227,31.9
09X231,
09X231,
09X231,
09X231,41.7
09X231,58.8
09X231,58.3
09X231,30.6
09X231,37.7
09X231,44.6
09X231,48.2
09X231,20.0
09X231,25.0
09X231,44.0
09X231,44.0
09X231,16.2
09X231,17.1
09X239,
09X239,
09X239,
09X239,
09X239,
09X239,
09X239,54.3
09X239,77.69999999999999
09X239,82.1
09X239,45.1
09X239,49.3
09X239,60.0
09X239,63.3
09X239,51.3
09X239,51.3
09X239,67.5
09X239,68.9
09X239,55.4
09X239,56.6
09X241,9.8
09X241,12.7
09X250,
09X250,
09X250,
09X250,
09X250,
09X250,
09X250,20.8
09X250,34.0
09X250,34.0
09X250,37.800000000000004
09X250,10.0
09X250,16.7
09X250,24.6
09X250,24.6
09X250,31.6
09X250,38.6
09X252,
09X252,
09X252,
09X252,22.099999999999998
09X252,22.099999999999998
09X252,25.7
09X252,25.0
09X252,3.8
09X252,3.8
09X252,9.3
09X252,9.3
09X252,9.9
09X252,9.9
09X260,
09X260,
09X260,
09X260,6.5
09X260,7.5
09X260,14.8
09X260,14.8
09X260,15.0
09X260,17.0
09X260,17.1
09X260,17.1
09X260,8.0
09X260,9.1
09X263,
09X263,
09X263,
09X263,33.0
09X263,33.0
09X263,39.5
09X263,41.8
09X263,33.4
09X263,36.6
09X263,40.5
09X263,40.5
09X263,21.5
09X263,27.400000000000002
09X276,
09X276,
09X276,
09X276,50.0
09X276,50.0
09X276,55.4
09X276,55.4
09X276,25.4
09X276,26.9
09X276,42.0
09X276,42.0
09X276,36.1
09X276,36.1
09X297,
09X297,
09X297,
09X297,
09X297,
09X297,
09X297,68.1
09X297,74.2
09X297,78.10000000000001
09X297,62.199999999999996
09X297,75.69999999999999
09X297,75.6
09X297,62.3
09X297,62.3
09X297,61.6
09X297,65.3
09X297,46.5
09X297,47.5
09X297,56.5
09X297,56.5
09X297,27.3
09X297,34.900000000000006
09X329,
09X329,
09X329,
09X329,
09X329,
09X329,
09X329,
09X329,27.900000000000002
09X329,30.2
09X329,50.599999999999994
09X329,51.7
09X329,27.799999999999997
09X329,33.3
09X365,25.6
09X365,33.4
09X403,0.0
09X403,7.300000000000001
09X403,21.9
09X403,46.0
09X403,62.0
09X403,70.0
09X403,37.7
09X403,57.4
09X403,61.900000000000006
09X403,40.9
09X403,49.3
09X403,60.8
09X403,49.2
09X403,49.2
09X403,55.7
09X403,55.7
09X403,38.6
09X403,38.6
09X403,47.1
09X403,47.1
09X403,27.8
09X403,28.8
09X404,57.9
09X404,75.4
09X404,77.2
09X404,47.1
09X404,53.0
09X404,57.3
09X404,46.3
09X404,64.2
09X404,73.0
09X404,59.800000000000004
09X404,69.7
09X404,69.60000000000001
09X404,60.2
09X404,60.2
09X404,58.800000000000004
09X404,64.3
09X404,34.3
09X404,39.900000000000006
09X404,58.2
09X404,58.2
09X404,36.0
09X404,40.8
09X412,
09X412,
09X412,
09X412,25.4
09X412,43.6
09X412,49.3
09X412,29.5
09X412,51.8
09X412,63.5
09X412,24.1
09X412,42.5
09X412,47.3
09X412,45.1
09X412,45.1
09X412,50.0
09X412,51.7
09X412,30.9
09X412,32.8
09X412,51.8
09X412,51.8
09X412,15.6
09X412,18.1
09X413,55.400000000000006
09X413,64.6
09X413,70.7
09X413,42.0
09X413,47.3
09X413,52.400000000000006
09X413,19.099999999999998
09X413,27.299999999999997
09X413,30.5
09X413,13.9
09X413,13.9
09X413,23.5
09X413,23.6
09X413,13.6
09X413,14.6
09X413,17.8
09X413,17.8
09X413,14.3
09X413,14.3
09X414,
09X414,
09X414,
09X414,47.300000000000004
09X414,54.6
09X414,58.2
09X414,35.5
09X414,43.400000000000006
09X414,57.099999999999994
09X414,27.4
09X414,40.0
09X414,39.2
09X414,32.2
09X414,32.2
09X414,33.4
09X414,43.8
09X414,18.7
09X414,19.5
09X414,37.9
09X414,37.9
09X414,16.6
09X414,15.899999999999999
09X505,32.6
09X505,48.8
09X505,48.8
09X505,34.8
09X505,44.5
09X505,44.5
09X505,40.8
09X505,59.2
09X505,60.2
09X505,33.1
09X505,43.3
09X505,44.400000000000006
09X505,26.5
09X505,32.7
09X505,41.099999999999994
09X505,41.7
09X505,23.799999999999997
09X505,25.4
09X505,30.6
09X505,30.6
09X505,29.299999999999997
09X505,32.3
09X517,
09X517,
09X517,
09X517,36.3
09X517,38.8
09X517,41.8
09X517,31.799999999999997
09X517,33.3
09X517,45.5
09X517,48.5
09X517,27.5
09X517,31.0
09X517,40.2
09X517,43.6
09X517,29.200000000000003
09X517,39.300000000000004
09X525,83.1
09X525,91.1
09X525,94.1
09X525,45.5
09X525,55.2
09X525,60.0
09X525,39.7
09X525,50.8
09X525,56.6
09X525,31.5
09X525,47.3
09X525,51.400000000000006
09X525,31.4
09X525,36.6
09X525,43.6
09X525,45.6
09X525,34.2
09X525,34.9
09X525,38.8
09X525,38.8
09X525,25.9
09X525,25.9
09X543,54.5
09X543,75.0
09X543,75.0
09X543,29.700000000000003
09X543,42.5
09X543,46.0
09X543,50.099999999999994
09X543,64.60000000000001
09X543,63.3
09X543,28.200000000000003
09X543,28.200000000000003
09X543,27.5
09X543,32.5
09X543,14.899999999999999
09X543,19.2
09X543,27.6
09X543,27.6
09X543,26.0
09X543,32.0
10X141,41.5
10X141,53.900000000000006
10X141,56.199999999999996
10X141,47.699999999999996
10X141,56.199999999999996
10X141,57.7
10X141,21.599999999999998
10X141,23.7
10X141,25.8
10X141,22.9
10X141,30.5
10X141,30.9
10X141,24.4
10X141,26.6
10X141,31.3
10X141,32.1
10X141,13.3
10X141,14.100000000000001
10X141,18.8
10X141,18.8
10X141,14.4
10X141,15.0
10X213,
10X213,
10X213,
10X213,4.800000000000001
10X213,5.0
10X213,5.1
10X213,30.2
10X213,31.5
10X213,33.3
10X213,36.5
10X213,20.6
10X213,26.0
10X213,32.4
10X213,32.4
10X213,22.700000000000003
10X213,25.8
10X225,18.299999999999997
10X225,18.299999999999997
10X225,21.099999999999998
10X225,25.0
10X225,16.1
10X225,16.1
10X225,19.7
10X225,19.7
10X225,20.0
10X225,20.0
10X237,
10X237,
10X237,
10X237,
10X237,
10X237,
10X237,
10X237,
10X237,
10X237,
10X237,
10X237,
10X237,
10X243,
10X243,
10X243,
10X243,
10X243,
10X243,
10X243,
10X243,
10X243,
10X243,38.3
10X243,69.6
10X243,74.3
10X243,41.7
10X243,47.2
10X243,61.099999999999994
10X243,64.8
10X243,26.4
10X243,32.0
10X243,38.9
10X243,40.3
10X243,18.0
10X243,20.799999999999997
10X268,
10X268,
10X268,46.4
10X268,51.1
10X268,57.5
10X268,62.1
10X268,33.0
10X268,37.3
10X268,51.3
10X268,52.2
10X268,21.5
10X268,23.0
10X284,
10X284,
10X284,
10X284,
10X284,
10X284,
10X284,21.6
10X284,26.5
10X284,28.3
10X284,22.8
10X284,33.4
10X284,32.1
10X284,22.9
10X284,24.8
10X284,28.1
10X284,33.0
10X284,27.299999999999997
10X284,31.299999999999997
10X284,38.1
10X284,38.1
10X284,29.599999999999998
10X284,32.599999999999994
10X319,
10X319,
10X319,
10X319,23.3
10X319,30.2
10X319,41.900000000000006
10X319,21.6
10X319,41.2
10X319,55.5
10X319,55.5
10X319,78.7
10X319,74.5
10X319,52.400000000000006
10X319,52.400000000000006
10X319,54.6
10X319,69.1
10X319,23.9
10X319,27.4
10X319,51.1
10X319,52.5
10X319,27.1
10X319,28.200000000000003
10X342,
10X342,
10X342,
10X342,
10X342,6.6
10X342,10.0
10X342,22.7
10X342,23.9
10X342,25.3
10X342,25.3
10X342,44.599999999999994
10X342,47.0
10X342,26.299999999999997
10X342,27.2
10X368,43.300000000000004
10X368,62.7
10X368,65.1
10X368,48.1
10X368,59.0
10X368,65.1
10X368,39.2
10X368,44.0
10X368,53.2
10X368,57.7
10X368,42.599999999999994
10X368,47.900000000000006
10X368,54.900000000000006
10X368,56.7
10X368,17.799999999999997
10X368,23.700000000000003
10X374,
10X374,
10X374,
10X374,
10X374,
10X374,
10X374,
10X374,
10X374,6.2
10X374,6.2
10X397,
10X397,
10X397,
10X397,
10X397,
10X397,
10X397,
10X397,
10X397,
10X410,80.2
10X410,93.0
10X410,93.0
10X410,87.9
10X410,87.9
10X410,87.9
10X410,
10X410,
10X410,
10X410,
10X430,44.1
10X430,65.2
10X430,74.1
10X430,41.5
10X430,67.4
10X430,78.3
10X430,52.0
10X430,74.0
10X430,76.2
10X430,67.0
10X430,74.4
10X430,76.0
10X430,
10X430,
10X430,
10X430,
10X433,25.0
10X433,29.5
10X433,31.8
10X433,29.4
10X433,49.599999999999994
10X433,55.0
10X433,49.2
10X433,63.9
10X433,70.4
10X433,45.0
10X433,58.3
10X433,61.0
10X433,39.400000000000006
10X433,40.1
10X433,52.0
10X433,54.0
10X433,46.3
10X433,47.0
10X433,52.5
10X433,52.5
10X433,26.6
10X433,26.6
10X434,
10X434,
10X434,
10X434,39.6
10X434,53.5
10X434,61.6
10X434,44.2
10X434,64.0
10X434,70.9
10X434,43.2
10X434,55.8
10X434,61.4
10X434,16.7
10X434,20.8
10X434,32.3
10X434,39.599999999999994
10X434,13.6
10X434,17.8
10X434,28.900000000000002
10X434,28.900000000000002
10X434,21.6
